PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
OR4194636,PACIFIC COMMUNITY CHURCH/SCHL,Region 10,Oregon,Non-Transient non-community system,100,,Coos,5,82,3
OR4191834,LUTHERAN RETREAT,Region 10,Oregon,Transient non-community system,35,,Lane,5,43,3
OR4190894,APPLEGATE ELEMENTARY 66,Region 10,Oregon,Non-Transient non-community system,120,,Lane,3,14,3
OR4194657,WOLF CREEK GENERAL STORE,Region 10,Oregon,Transient non-community system,150,,Josephine,5,39,2
OR4194146,GREEN SPRINGS INN,Region 10,Oregon,Transient non-community system,75,,Jackson,3,19,2
OR4195144,LEBANON COMMUNITY FOUNDATION,Region 10,Oregon,Transient non-community system,999,,Linn,3,3,2
OR4192048,SALMON RIVER RV PARK,Region 10,Oregon,Community water system,147,,Lincoln,6,22,2
OR4191004,OPRD UNITY LAKE STATE PARK,Region 10,Oregon,Transient non-community system,25,,Baker,5,20,3
OR4100329,NESIKA BEACH-OPHIR WD,Region 10,Oregon,Community water system,1450,,Curry,6,105,4
OR4100267,"EAGLE POINT, CITY OF",Region 10,Oregon,Community water system,8855,,Jackson,3,4,4
OR4100681,OCHOCO WEST WTR & SAN AUTHORITY,Region 10,Oregon,Community water system,428,,Crook,8,16,4
OR4100816,"SHERWOOD, CITY OF",Region 10,Oregon,Community water system,18205,,Washington,23,26,3
OR4100065,"AUMSVILLE, CITY OF",Region 10,Oregon,Community water system,3535,,Marion,21,44,4
OR4194765,BECKLIN HOLDINGS INC,Region 10,Oregon,Non-Transient non-community system,205,,Josephine,5,71,2
OR4191123,OTE CHARLES REYNOLDS I84,Region 10,Oregon,Transient non-community system,200,,Union,5,33,2
OR4194833,PHEASANT RIDGE RV PARK,Region 10,Oregon,Transient non-community system,267,,Washington,5,71,2
OR4194874,UNITED PARCEL SERVICE,Region 10,Oregon,Non-Transient non-community system,86,,Linn,5,80,2
OR4191897,CROW HIGH SCHOOL SD 66,Region 10,Oregon,Non-Transient non-community system,144,,Lane,3,21,4
OR4191027,OPRD CLYDE HOLLIDAY WAYSIDE,Region 10,Oregon,Transient non-community system,50,,Grant,3,25,2
OR4100998,DEXTER OAKS MOBILE HOME PARK,Region 10,Oregon,Community water system,75,,Lane,9,20,3
OR4193609,MINIKAHDA WATER SYSTEM,Region 10,Oregon,Transient non-community system,30,,Clackamas,5,102,4
OR4100881,LATIMER ROAD WATER ASSOCIATION,Region 10,Oregon,Community water system,140,,Tillamook,5,19,4
OR4100823,"SILVERTON, CITY OF",Region 10,Oregon,Community water system,9540,,Marion,6,56,3
OR4101052,TABLE ROCK MOBILE ESTATES,Region 10,Oregon,Community water system,150,,Jackson,11,24,2
OR4101361,RAINBOW ROCK CONDOMINIUMS,Region 10,Oregon,Community water system,80,,Curry,5,14,4
OR4193489,OPRD WILLAMETTE MISSION ST PK,Region 10,Oregon,Transient non-community system,200,,Marion,5,9,3
OR4190861,CAMP MYRTLEWOOD,Region 10,Oregon,Transient non-community system,75,,Coos,6,78,3
OR4191705,PINEWAY GOLF COURSE,Region 10,Oregon,Transient non-community system,150,,Linn,3,26,3
OR4190569,LIFE BIBLE CHURCH,Region 10,Oregon,Transient non-community system,275,,Linn,3,61,2
OR4190624,BLM SHARPS CREEK REC SITE,Region 10,Oregon,Transient non-community system,25,,Lane,3,11,3
OR4101053,RIVERBEND MOBILE HOME PARK,Region 10,Oregon,Community water system,550,,Clackamas,9,112,3
OR4100130,"BOARDMAN, CITY OF",Region 10,Oregon,Community water system,3310,,Morrow,8,83,3
OR4194033,WILLAMETTE PASS RESORT,Region 10,Oregon,Transient non-community system,60,,Klamath,5,22,2
OR4191083,OPRD MAUD WILLIAMSON STATE PK,Region 10,Oregon,Transient non-community system,300,,Yamhill,5,32,2
OR4194717,COLUMBIA RIVER PUD,Region 10,Oregon,Non-Transient non-community system,40,,Columbia,5,59,3
OR4192106,SALBASGEON INN,Region 10,Oregon,Transient non-community system,26,,Douglas,5,56,2
OR4191015,OPRD PRINEVILLE RESERVOIR PARK,Region 10,Oregon,Transient non-community system,500,,Crook,7,7,2
OR4100984,MOBILE VILLAGE INC,Region 10,Oregon,Community water system,100,,Multnomah,5,77,4
OR4101023,KEITHS MOBILE HOME PARK,Region 10,Oregon,Community water system,55,,Josephine,4,19,3
OR4193549,EAGLE FERN CAMP,Region 10,Oregon,Transient non-community system,150,,Clackamas,5,33,3
OR4100048,CLAYTON CREEK MH ESTATES,Region 10,Oregon,Community water system,130,,Jackson,10,19,5
OR4101334,RIMROCK WEST IMPRVMNT DIST,Region 10,Oregon,Community water system,150,,Deschutes,6,153,4
OR4193784,AURORA ACRES RV RESORT,Region 10,Oregon,Community water system,240,,Marion,4,13,2
OR4194405,OCONNORS IRISH PUB & DINER,Region 10,Oregon,Transient non-community system,40,,Klamath,3,43,2
OR4100282,SPRINGWATER ESTATES,Region 10,Oregon,Community water system,110,,Clackamas,5,22,4
OR4100157,CANBY UTILITY,Region 10,Oregon,Community water system,15230,,Clackamas,8,41,3
OR4100371,CHARLES TRACTS WATER COMPANY,Region 10,Oregon,Community water system,249,,Umatilla,7,26,3
OR4193751,COMMUNITY ACTION HEADSTART,Region 10,Oregon,Non-Transient non-community system,70,,Marion,5,54,1
OR4192137,COW CREEK STATION,Region 10,Oregon,Transient non-community system,100,,Douglas,5,24,2
OR4101465,HAWKS POINT,Region 10,Oregon,Community water system,75,,Lane,14,16,2
OR4193931,TROY RESORT,Region 10,Oregon,Transient non-community system,32,,Wallowa,7,65,2
OR4193979,HALSEY SHELL,Region 10,Oregon,Transient non-community system,600,,Linn,6,22,2
OR4101386,STORLIE WATER COMPANY,Region 10,Oregon,Community water system,50,,Deschutes,3,88,4
OR4100153,BURNS WATER DEPARTMENT,Region 10,Oregon,Community water system,3030,,Harney,10,46,3
OR4195426,KLAMATH OUTDOOR SCIENCE SCHOOL,Region 10,Oregon,Transient non-community system,50,,Klamath,3,2,1
OR4100232,LAKESHORE MOBILE ESTATES,Region 10,Oregon,Community water system,75,,Linn,4,18,4
OR4195176,CAMPO BLANCO,Region 10,Oregon,Transient non-community system,35,,Washington,3,18,2
OR4191882,WAYFARER RESORT,Region 10,Oregon,Transient non-community system,25,,Lane,5,22,4
OR4192079,CAMP NAMANU 12000 GAL RESVR,Region 10,Oregon,Transient non-community system,130,,Clackamas,5,26,3
