PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
ND3901068,SOUTHEAST WUD (EAST),Region 8,North Dakota,Community water system,4225,"ABERCROMBIE, WAHPETON",Richland,15,0,20
ND1101442,SOUTHEAST WUD (WEST),Region 8,North Dakota,Community water system,1275,,Dickey,9,0,11
ND5311611,GLACIER POTABLE WATER,Region 8,North Dakota,Transient non-community system,500,,Williams,3,2,2
ND0900166,CASSELTON CITY OF,Region 8,North Dakota,Community water system,2513,CASSELTON,Cass,4,3,21
ND2511433,TOWNER STATE NURSERY,Region 8,North Dakota,Transient non-community system,45,,McHenry,11,6,16
ND0511305,METIGOSHE MINISTRIES-PELICAN LAKE,Region 8,North Dakota,Transient non-community system,75,,Bottineau,5,2,25
ND0510106,METIGOSHE MINISTRIES-CENTER SITE,Region 8,North Dakota,Transient non-community system,25,,Bottineau,7,16,30
ND5311497,LITTLE BEAVER BAY REC AREA,Region 8,North Dakota,Transient non-community system,40,,Williams,3,5,4
ND4711364,CRYSTAL SPRINGS BAPTIST CAMP,Region 8,North Dakota,Transient non-community system,75,,Stutsman,6,1,25
ND0200763,ORISKA CITY OF,Region 8,North Dakota,Community water system,118,ORISKA,Barnes,4,24,14
ND1700403,GOLVA CITY OF,Region 8,North Dakota,Community water system,61,GOLVA,Golden Valley,7,16,16
ND0311757,WEST BAY HEIGHTS,Region 8,North Dakota,Transient non-community system,75,,Benson,5,0,5
ND2701506,ARNEGARD CITY OF,Region 8,North Dakota,Community water system,28,,McKenzie,2,0,0
ND2710034,ARNEGARD CITY PARK,Region 8,North Dakota,Transient non-community system,25,ARNEGARD,McKenzie,3,14,11
ND2200913,STEELE CITY OF,Region 8,North Dakota,Community water system,715,STEELE,Kidder,10,4,21
ND5301764,FENDEE ESTATES,Region 8,North Dakota,Community water system,30,,Williams,2,0,2
ND0511294,BOTTINEAU WINTER PARK SKI AREA,Region 8,North Dakota,Transient non-community system,150,,Bottineau,5,14,27
ND0600869,SCRANTON CITY OF,Region 8,North Dakota,Community water system,281,SCRANTON,Bowman,9,4,17
ND2000077,BINFORD CITY OF,Region 8,North Dakota,Community water system,183,BINFORD,Griggs,6,24,18
ND0900134,BUFFALO CITY OF,Region 8,North Dakota,Community water system,188,BUFFALO,Cass,3,9,18
ND0800570,LINCOLN CITY OF,Region 8,North Dakota,Community water system,3683,LINCOLN,Burleigh,10,4,21
ND2310414,LAMOURE COUNTY MEMORIAL PARK,Region 8,North Dakota,Transient non-community system,25,,LaMoure,7,37,18
ND2611267,DOYLE MEMORIAL STATE PARK,Region 8,North Dakota,Transient non-community system,50,,McIntosh,4,10,14
ND2710909,JUNIPER CAMPGROUND,Region 8,North Dakota,Transient non-community system,67,,McKenzie,4,0,23
ND2500956,UPHAM CITY OF,Region 8,North Dakota,Community water system,130,UPHAM,McHenry,11,15,22
ND4200626,MC CLUSKY CITY OF,Region 8,North Dakota,Community water system,380,MCCLUSKY,Sheridan,5,1,19
ND0600819,RHAME CITY OF,Region 8,North Dakota,Community water system,169,RHAME,Bowman,7,3,17
ND4011778,DUNSEITH CENEX C-STORE,Region 8,North Dakota,Transient non-community system,150,,Rolette,3,11,4
ND2801487,NORTH CENTRAL REGIONAL WATER DISTRICT,Region 8,North Dakota,Community water system,425,,McLean,3,3,5
ND3100798,PLAZA CITY OF,Region 8,North Dakota,Community water system,171,PLAZA,Mountrail,10,34,15
ND5101125,NORTH PRAIRIE RWD-SYSTEM 1&2,Region 8,North Dakota,Community water system,7535,,Ward,4,1,11
ND5101065,NORTH PRAIRIE RWD-SYSTEM III,Region 8,North Dakota,Community water system,2742,,Ward,9,1,13
ND0510107,TWIN OAKS RESORT,Region 8,North Dakota,Transient non-community system,18,,Bottineau,6,19,26
ND4900382,GALESBURG CITY OF,Region 8,North Dakota,Community water system,108,GALESBURG,Traill,6,11,16
ND1001380,NORTHEAST RWD-LANGDON BRANCH,Region 8,North Dakota,Community water system,2450,LANGDON,Cavalier,7,6,16
ND3401128,NORTHEAST RWD- NORTH VALLEY BRANCH,Region 8,North Dakota,Community water system,3422,,Pembina,57,1,19
ND4101425,MILNOR CITY OF,Region 8,North Dakota,Community water system,653,MILNOR,Sargent,3,5,14
ND0511551,A-FRAME BAR & GRILL,Region 8,North Dakota,Transient non-community system,150,,Bottineau,3,1,7
ND2400715,NAPOLEON CITY OF,Region 8,North Dakota,Community water system,792,NAPOLEON,Logan,10,2,18
ND2900074,BEULAH CITY OF,Region 8,North Dakota,Community water system,3304,BEULAH,Mercer,16,4,22
ND5300948,TRENTON WATER USERS ASSOC,Region 8,North Dakota,Community water system,840,TRENTON,Williams,3,13,14
ND4010280,KELVIN KLINIC BAR,Region 8,North Dakota,Transient non-community system,50,,Rolette,3,10,16
ND5100515,KENMARE CITY OF,Region 8,North Dakota,Community water system,1096,KENMARE,Ward,10,12,13
ND0900217,DAVENPORT CITY OF,Region 8,North Dakota,Community water system,252,DAVENPORT,Cass,6,8,17
ND4600341,FINLEY CITY OF,Region 8,North Dakota,Community water system,445,FINLEY,Steele,5,1,19
ND4900803,PORTLAND CITY OF,Region 8,North Dakota,Community water system,606,PORTLAND,Traill,3,2,19
ND5311471,MISSOURI-YELLOWSTONE INTERPRETIVE CENTER,Region 8,North Dakota,Transient non-community system,100,,Williams,3,4,11
ND4701042,WOODWORTH CITY OF,Region 8,North Dakota,Community water system,50,WOODWORTH,Stutsman,8,25,16
ND5200458,HARVEY CITY OF,Region 8,North Dakota,Community water system,1783,HARVEY,Wells,7,1,23
ND3900976,WALCOTT CITY OF,Region 8,North Dakota,Community water system,235,WALCOTT,Richland,8,10,14
ND2711725,SANDSTONE DEVELOPMENT,Region 8,North Dakota,Transient non-community system,52,,McKenzie,3,24,3
ND5100923,SURREY CITY OF,Region 8,North Dakota,Community water system,1365,SURREY,Ward,5,3,15
ND1911800,RED ROCK RESORT,Region 8,North Dakota,Transient non-community system,3,,Grant,4,0,0
ND0900035,ARTHUR CITY OF,Region 8,North Dakota,Community water system,337,ARTHUR,Cass,10,4,19
ND4900482,HILLSBORO CITY OF,Region 8,North Dakota,Community water system,1603,HILLSBORO,Traill,10,2,19
ND4000854,ST JOHN CITY OF,Region 8,North Dakota,Community water system,341,ST. JOHN,Rolette,8,9,18
ND0700344,FLAXTON CITY OF,Region 8,North Dakota,Community water system,66,FLAXTON,Burke,6,19,16
ND3000597,CROWN BUTTE COOP,Region 8,North Dakota,Community water system,320,,Morton,12,13,17
