PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
IL3021568,TOMAHAWK CAMPGROUND #1 (21568),Region 5,Illinois,Transient non-community system,90,,Bond,3,4,22
IL3116079,THE DALE,Region 5,Illinois,Transient non-community system,60,,Logan,3,5,13
IL1950200,ERIE,Region 5,Illinois,Community water system,1600,ERIE,Whiteside,9,3,37
IL1615100,EAST LAWN WATER ASSOCIATION,Region 5,Illinois,Community water system,160,,Rock Island,6,10,29
IL0770400,GRAND TOWER,Region 5,Illinois,Community water system,673,GRAND TOWER,Jackson,8,20,28
IL1175200,OTTER LAKE WATER COMMISSION,Region 5,Illinois,Community water system,1290,,Macoupin,13,16,47
IL1590150,NOBLE,Region 5,Illinois,Community water system,845,NOBLE,Richland,8,1,25
IL1690010,NORTHWEST WATER ASSOCIATION OF RUSHVILLE,Region 5,Illinois,Community water system,60,,Schuyler,4,7,7
IL1790450,MINIER,Region 5,Illinois,Community water system,1244,MINIER,Tazewell,9,5,19
IL3137646,NORTHWOODS RV RESORT-SOUTH CAMPGROUND,Region 5,Illinois,Transient non-community system,40,,Boone,3,2,17
IL3148163,NORTHWOODS RV RESORT-NORTHWEST WELL,Region 5,Illinois,Transient non-community system,50,,Boone,2,2,16
IL3151233,NORTHWOODS RV RESORT - CLUBHOUSE WELL,Region 5,Illinois,Transient non-community system,25,,Boone,2,2,13
IL1910020,JASPER WATERWORKS CORPORATION,Region 5,Illinois,Community water system,1444,FAIRFIELD,Wayne,5,4,11
IL2035165,MILL POINT MHP,Region 5,Illinois,Community water system,160,SECOR,Woodford,6,192,28
IL0630500,MAZON,Region 5,Illinois,Community water system,1015,MAZON,Grundy,28,10,21
IL0650200,MC LEANSBORO,Region 5,Illinois,Community water system,3221,MCLEANSBORO,Hamilton,6,5,25
IL3041376,ALL SEASONS ICE RINK,Region 5,Illinois,Transient non-community system,200,,DuPage,3,1,15
IL3082453,CLUB 30 WEST,Region 5,Illinois,Transient non-community system,40,,Will,3,1,14
IL3157446,TWICE THE ICE MONTICELLO,Region 5,Illinois,Transient non-community system,25,,Piatt,3,0,4
IL1350400,LITCHFIELD,Region 5,Illinois,Community water system,6815,,Montgomery,13,13,30
IL3151191,SUGAR GROVE SPORTS COMPLEX,Region 5,Illinois,Transient non-community system,100,,Kane,3,1,8
IL3093534,BLACKHAWK VALLEY CAMPGROUND,Region 5,Illinois,Transient non-community system,100,,Winnebago,3,3,21
IL3007591,SHAGBARK GOLF AND COUNTRY CLUB,Region 5,Illinois,Transient non-community system,105,,Iroquois,4,0,10
IL0750400,DONOVAN,Region 5,Illinois,Community water system,306,DONOVAN,Iroquois,9,70,20
IL3066340,NITREX INC CHICAGO OPERATIONS,Region 5,Illinois,Non-Transient non-community system,25,,Kane,6,246,5
IL1835200,EAST LYNN COMMUNITY WATER SYSTEM,Region 5,Illinois,Community water system,112,,Vermilion,6,81,23
IL1850050,ALLENDALE,Region 5,Illinois,Community water system,475,ALLENDALE,Wabash,22,64,27
IL3132738,HUGHES CREEK GOLF CLUB,Region 5,Illinois,Transient non-community system,106,,Kane,3,1,10
IL3128454,LIGHTHOUSE FELLOWSHIP,Region 5,Illinois,Transient non-community system,150,,Will,3,44,10
IL3156711,WILMINGTON REC CLUB BATHHOUSE 3,Region 5,Illinois,Transient non-community system,25,,Will,2,2,6
IL3156703,WILMINGTON REC CLUB BATHHOUSE 2,Region 5,Illinois,Transient non-community system,25,,Will,3,2,8
IL3155176,CROSSPOINT COMMUNITY CHURCH,Region 5,Illinois,Transient non-community system,355,,Woodford,4,2,4
IL3003426,TRI-COUNTY COUNTRY CLUB,Region 5,Illinois,Transient non-community system,25,,Hancock,3,4,14
IL3006759,KISHWAUKEE COLLEGE,Region 5,Illinois,Non-Transient non-community system,500,,DeKalb,6,29,10
IL1910350,MOUNT ERIE,Region 5,Illinois,Community water system,119,MOUNT ERIE,Wayne,11,48,28
