PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NJ1008309,CAROUSEL DELI & BAKERY,Region 2,New Jersey,Transient non-community system,207,EAST AMWELL TWP.-1008,Hunterdon,4,13,6
NJ1016320,SUNSET FOOD MARKET,Region 2,New Jersey,Transient non-community system,77,KINGWOOD TWP.-1016,Hunterdon,4,0,5
NJ0509001,SEA ISLE CITY WATER DEPARTMENT,Region 2,New Jersey,Community water system,11907,SEA ISLE CITY-0509,Cape May,15,27,11
NJ0123303,COUNTRY OAKS CAMPGROUND,Region 2,New Jersey,Transient non-community system,55,WEYMOUTH TWP-.0123,Atlantic,3,17,5
NJ1404001,CHATHAM WATER DEPT,Region 2,New Jersey,Community water system,8962,CHATHAM BORO-1404,Morris,6,12,15
NJ1213315,BAKERS AMERICAN BAR & GRILLE,Region 2,New Jersey,Transient non-community system,365,MONROE TWP.-1213,Middlesex,4,2,10
NJ1520335,JOSEPH A CITTA SCOUT RESERVAT,Region 2,New Jersey,Transient non-community system,603,OCEAN TWP.-1520,Ocean,6,4,5
NJ1427334,COUNTRY FARMS,Region 2,New Jersey,Transient non-community system,330,MOUNT OLIVE TWP.-1427,Morris,5,44,6
NJ1511333,MINIT STOP FOOD STORE,Region 2,New Jersey,Transient non-community system,200,JACKSON TWP.-1511,Ocean,4,5,5
NJ1922353,LAKE WALLKILL COMMUNITY,Region 2,New Jersey,Transient non-community system,147,VERNON TWP.-1922,Sussex,4,5,4
NJ1918340,BAGELSTATION,Region 2,New Jersey,Transient non-community system,609,SPARTA TWP.-1918,Sussex,4,1,6
NJ1427365,ENVIRONMENTAL TRANSPORT GROUP,Region 2,New Jersey,Transient non-community system,39,MOUNT OLIVE TWP.-1427,Morris,4,10,8
NJ0334303,HILLTOP MOTEL,Region 2,New Jersey,Transient non-community system,27,SPRINGFIELD TWP.-0334,Burlington,4,8,9
NJ1351317,CREAM RIDGE WINERY,Region 2,New Jersey,Transient non-community system,56,UPPER FREEHOLD TWP.-1351,Monmouth,4,5,5
NJ1910303,WINDY ACRES CAMPGROUND,Region 2,New Jersey,Transient non-community system,30,HAMPTON TWP.-1910,Sussex,4,12,7
NJ1401300,ROCKAWAY VALLEY SCHOOL,Region 2,New Jersey,Non-Transient non-community system,520,BOONTON TOWN-1401,Morris,3,9,9
NJ2113335,CAMP WARREN,Region 2,New Jersey,Transient non-community system,50,KNOWLTON TWP.-2113,Warren,3,7,4
NJ1506001,BRICK TOWNSHIP MUA,Region 2,New Jersey,Community water system,86898,BRICK TWP.-1506,Ocean,20,17,13
NJ0907001,KEARNY WATER DEPARTMENT,Region 2,New Jersey,Community water system,41664,KEARNY TOWN-0907,Hudson,4,21,14
NJ2113315,HUNTERS LODGE,Region 2,New Jersey,Transient non-community system,52,KNOWLTON TWP.-2113,Warren,4,18,8
