State,County,LACCESS_NHNA15
KY,Laurel,23.20385107
KY,Lawrence,1.693789234
KY,Lee,0
KY,Leslie,0
KY,Letcher,
KY,Lewis,0
KY,Lincoln,9.169621673
KY,Livingston,3.4982646
KY,Logan,12.76781311
KY,Lyon,0
KY,McCracken,36.55354623
KY,McCreary,0.022965278
KY,McLean,0
KY,Madison,50.78204024
KY,Magoffin,0
KY,Marion,0
KY,Marshall,2.81463899
KY,Martin,0
KY,Mason,4.017040079
KY,Meade,43.83243037
KY,Menifee,0
KY,Mercer,6.017150922
KY,Metcalfe,0.050234081
KY,Monroe,0
KY,Montgomery,2.597479581
KY,Morgan,0.20510876
KY,Muhlenberg,1.658296222
KY,Nelson,2.72718267
KY,Nicholas,0
KY,Ohio,12.61329774
KY,Oldham,68.67167862
KY,Owen,0.698996258
KY,Owsley,0
KY,Pendleton,0
KY,Perry,0.465051971
KY,Pike,0.917937489
KY,Powell,1.015839815
KY,Pulaski,33.21204468
KY,Robertson,1.20478134
KY,Rockcastle,0
KY,Rowan,3.310018495
KY,Russell,0.999999975
KY,Scott,34.76748425
KY,Shelby,6.505485512
KY,Simpson,9.435198105
KY,Spencer,
KY,Taylor,4.196268535
KY,Todd,0
KY,Trigg,10.4034649
KY,Trimble,1.710540002
KY,Union,4.16439639
KY,Warren,29.88424691
KY,Washington,3.87285987
KY,Wayne,2.485769474
KY,Webster,6.994175322
KY,Whitley,23.33297626
KY,Wolfe,0
KY,Woodford,13.09570465
LA,Acadia,2.044377422
LA,Allen,107.9264259
LA,Ascension,103.3810842
LA,Assumption,26.16270989
LA,Avoyelles,34.60361227
LA,Beauregard,136.5673257
LA,Bienville,5.259105241
LA,Bossier,145.8471814
LA,Caddo,314.1304516
LA,Calcasieu,181.1648641
LA,Caldwell,5.602798848
LA,Cameron,13.99999977
LA,Catahoula,5.374663523
LA,Claiborne,10.0278622
LA,Concordia,24.34224367
LA,De Soto,59.11086804
LA,East Baton Rouge,297.3118656
LA,East Carroll,2.993012596
LA,East Feliciana,2.66896087
LA,Evangeline,14.01587544
LA,Franklin,4.166239716
LA,Grant,38.01423273
LA,Iberia,51.59087701
LA,Iberville,6.686887516
LA,Jackson,7.782596876
LA,Jefferson,284.2295024
LA,Jefferson Davis,20.86609253
LA,Lafayette,169.1276407
LA,Lafourche,680.0566892
LA,La Salle,26.33009145
LA,Lincoln,31.71346663
LA,Livingston,99.23454955
LA,Madison,1.703965171
LA,Morehouse,14.41861142
LA,Natchitoches,183.7349221
LA,Orleans,134.1231086
LA,Ouachita,123.8603117
LA,Plaquemines,79.51224846
LA,Pointe Coupee,1.060740583
LA,Rapides,499.9470646
LA,Red River,4.451565335
LA,Richland,4.506304624
LA,Sabine,151.4803901
LA,St. Bernard,126.0787462
LA,St. Charles,67.68724302
LA,St. Helena,0
LA,St. James,13.72543809
LA,St. John the Baptist,48.95563175
LA,St. Landry,51.782491
LA,St. Martin,9.010717297
LA,St. Mary,227.7522399
LA,St. Tammany,362.0107906
LA,Tangipahoa,94.67871881
LA,Tensas,0.105906136
LA,Terrebonne,1276.00349
LA,Union,10.12823758
LA,Vermilion,22.45916197
LA,Vernon,408.1090655
LA,Washington,13.04931832
LA,Webster,31.26727643
LA,West Baton Rouge,3.179948949
LA,West Carroll,0.030699005
LA,West Feliciana,3.999999929
LA,Winn,14.30309833
ME,Androscoggin,42.88472931
ME,Aroostook,121.9032053
ME,Cumberland,165.3691378
ME,Franklin,0.689503041
ME,Hancock,25.82446872
ME,Kennebec,39.03241799
ME,Knox,28.00896393
ME,Lincoln,11.73595141
ME,Oxford,15.42069044
ME,Penobscot,599.6612259
ME,Piscataquis,1.89313333
ME,Sagadahoc,11.58764758
ME,Somerset,41.94304381
ME,Waldo,6.037499331
ME,Washington,58.06797073
ME,York,48.25874687
MD,Allegany,23.38509949
MD,Anne Arundel,601.6385468
MD,Baltimore,326.0796099
MD,Calvert,131.9843303
MD,Caroline,2.528610258
MD,Carroll,65.97396568
MD,Cecil,70.7700044
MD,Charles,272.0237564
MD,Dorchester,23.28067687
MD,Frederick,127.5993163
MD,Garrett,0.441963772
MD,Harford,147.1291556
MD,Howard,103.6173988
MD,Kent,0
MD,Montgomery,437.9335768
MD,Prince George's,672.735776
MD,Queen Anne's,21.44440235
MD,St. Mary's,106.0396623
MD,Somerset,10.42948501
MD,Talbot,13.43246084
MD,Washington,68.22735182
MD,Wicomico,39.2051511
MD,Worcester,21.88718893
MD,Baltimore,68.481585
MA,Barnstable,609.2542559
MA,Berkshire,34.54203957
MA,Bristol,227.0075043
MA,Dukes,8.651694274
MA,Essex,402.0486872
MA,Franklin,37.19815536
MA,Hampden,195.2189546
MA,Hampshire,143.2574881
MA,Middlesex,455.0087609
MA,Nantucket,0
MA,Norfolk,288.3532767
MA,Plymouth,437.0791783
MA,Suffolk,13.23143339
MA,Worcester,388.5255864
MI,Alcona,4.6065738
MI,Alger,58.89377902
MI,Allegan,12.78102394
MI,Alpena,5.217164624
MI,Antrim,0
MI,Arenac,39.05465885
MI,Baraga,24.83177599
MI,Barry,7.468391279
MI,Bay,125.0843324
MI,Benzie,
MI,Berrien,186.0297986
MI,Branch,5.770929485
MI,Calhoun,156.3671769
MI,Cass,34.76744366
MI,Charlevoix,17.7858094
MI,Cheboygan,94.32761615
MI,Chippewa,1822.08008
MI,Clare,3.677859636
MI,Clinton,101.2043641
MI,Crawford,14.83722326
MI,Delta,261.0819852
MI,Dickinson,43.33253426
MI,Eaton,131.1608478
MI,Emmet,231.6336063
MI,Genesee,652.4487208
MI,Gladwin,2.643332503
MI,Gogebic,18.92906702
MI,Grand Traverse,195.2964743
MI,Gratiot,67.39049188
MI,Hillsdale,8.80158891
MI,Houghton,35.75148996
MI,Huron,31.86964072
MI,Ingham,416.608646
MI,Ionia,32.4072757
MI,Iosco,35.72539062
MI,Iron,17.10537742
MI,Isabella,426.0950046
MI,Jackson,155.6963222
MI,Kalamazoo,259.8220046
MI,Kalkaska,8.57101726
MI,Kent,471.7267551
MI,Keweenaw,0.999999979
MI,Lake,23.22188378
MI,Lapeer,36.30465694
MI,Leelanau,0.604775425
MI,Lenawee,128.6522806
MI,Livingston,190.6950572
MI,Luce,12.04134907
MI,Mackinac,325.2904279
MI,Macomb,532.7356608
MI,Manistee,34.11935904
MI,Marquette,149.7117147
MI,Mason,18.64357271
MI,Mecosta,44.52528252
MI,Menominee,62.89107567
MI,Midland,51.96683755
MI,Missaukee,7.000000221
MI,Monroe,78.79055081
MI,Montcalm,24.32296242
MI,Montmorency,2
MI,Muskegon,499.438203
MI,Newaygo,21.76917633
MI,Oakland,849.4777272
MI,Oceana,15.91249642
MI,Ogemaw,0.326002984
MI,Ontonagon,18.25787044
MI,Osceola,28.06920609
MI,Oscoda,0.465867649
MI,Otsego,22.62594757
MI,Ottawa,323.5561398
MI,Presque Isle,17.15722709
MI,Roscommon,27.55323268
MI,Saginaw,184.8517232
MI,St. Clair,266.868544
MI,St. Joseph,29.96143947
MI,Sanilac,10.7121861
MI,Schoolcraft,117.2923631
MI,Shiawassee,80.74088894
MI,Tuscola,9.626924641
MI,Van Buren,16.69292696
MI,Washtenaw,294.1297803
MI,Wayne,960.0956956
MI,Wexford,18.17078636
MN,Aitkin,180.4309538
MN,Anoka,724.8338092
MN,Becker,1793.27332
MN,Beltrami,1368.493086
MN,Benton,15.11184953
MN,Big Stone,5.000000091
MN,Blue Earth,81.76070006
MN,Brown,3.968447294
MN,Carlton,381.1631088
MN,Carver,40.27591088
MN,Cass,515.9013998
MN,Chippewa,12.62821329
MN,Chisago,22.36464349
MN,Clay,73.04575813
MN,Clearwater,369.1887688
MN,Cook,392.8404982
MN,Cottonwood,11.82708388
MN,Crow Wing,29.8618959
MN,Dakota,489.5185578
MN,Dodge,3.326186484
MN,Douglas,26.34532699
MN,Faribault,7.000000268
MN,Fillmore,0
MN,Freeborn,20.78088951
MN,Goodhue,103.3159706
MN,Grant,4.460654711
MN,Hennepin,1352.803184
MN,Houston,0.889155575
MN,Hubbard,103.3965266
MN,Isanti,25.71650488
MN,Itasca,567.5226975
MN,Jackson,9.000000264
MN,Kanabec,7.398930387
MN,Kandiyohi,27.60882062
MN,Kittson,1.999999952
MN,Koochiching,183.9353167
MN,Lac qui Parle,0
MN,Lake,9.446330969
MN,Lake of the Woods,17.91753749
MN,Le Sueur,3.885112656
MN,Lincoln,2.00000002
MN,Lyon,23.72003287
MN,McLeod,28.78118002
MN,Mahnomen,1201.106722
MN,Marshall,27.77698139
MN,Martin,20.18627761
MN,Meeker,9.171815713
MN,Mille Lacs,1.785124437
MN,Morrison,22.90750614
MN,Mower,9.641645525
MN,Murray,0
MN,Nicollet,42.29183586
MN,Nobles,21.36265173
MN,Norman,30.29897401
MN,Olmsted,35.82816346
MN,Otter Tail,41.36532029
MN,Pennington,25.36324202
MN,Pine,39.77803002
MN,Pipestone,9.000000141
MN,Polk,125.8227905
MN,Pope,1.000000054
MN,Ramsey,545.736401
MN,Red Lake,51.99999982
MN,Redwood,78.43153176
MN,Renville,11.87911784
MN,Rice,142.2514702
MN,Rock,1.000000045
MN,Roseau,16.7396317
MN,St. Louis,1340.435024
MN,Scott,217.2958022
MN,Sherburne,112.4154375
MN,Sibley,0
MN,Stearns,97.68856565
MN,Steele,12.01414769
MN,Stevens,0.398626387
MN,Swift,3.444177278
MN,Todd,20.12944442
MN,Traverse,127.0000001
MN,Wabasha,3.488254075
MN,Wadena,10.83265762
MN,Waseca,38.17581006
MN,Washington,601.9412982
MN,Watonwan,0
MN,Wilkin,5.632130359
MN,Winona,12.58970667
MN,Wright,71.19603479
MN,Yellow Medicine,33.99999992
MS,Adams,27.24151691
MS,Alcorn,18.12759491
MS,Amite,2.479603146
MS,Attala,9.554319141
MS,Benton,11.46910474
MS,Bolivar,15.37540573
MS,Calhoun,0.347537547
MS,Carroll,5.087533733
MS,Chickasaw,0
MS,Choctaw,5.000000186
MS,Claiborne,2.899746169
MS,Clarke,5.518130783
MS,Clay,6.477203907
MS,Coahoma,3.33310627
MS,Copiah,16.72910279
MS,Covington,
MS,DeSoto,137.9983549
MS,Forrest,25.50224187
MS,Franklin,3.000000075
MS,George,6.871030933
MS,Greene,5.532024434
MS,Grenada,6.035848717
MS,Hancock,78.41585045
MS,Harrison,338.464586
MS,Hinds,105.586472
MS,Holmes,4.644186282
MS,Humphreys,0
MS,Issaquena,2.999999948
MS,Itawamba,1.901605695
MS,Jackson,140.5198266
MS,Jasper,1.999999917
MS,Jefferson,0
MS,Jefferson Davis,0
MS,Jones,20.05495154
MS,Kemper,372.5333799
MS,Lafayette,31.91506395
MS,Lamar,11.52238139
MS,Lauderdale,61.51972522
MS,Lawrence,1.995477854
MS,Leake,49.51880864
MS,Lee,22.936361
MS,Leflore,29.47822165
MS,Lincoln,8.057535264
MS,Lowndes,15.05641331
MS,Madison,29.5224665
MS,Marion,16.39175413
MS,Marshall,6.620285112
MS,Monroe,2.175113002
MS,Montgomery,2.002840731
MS,Neshoba,740.1297862
MS,Newton,0.470716052
MS,Noxubee,11.03381876
MS,Oktibbeha,28.29604937
MS,Panola,12.20500069
MS,Pearl River,21.70529704
MS,Perry,3.207818689
MS,Pike,3.489114389
MS,Pontotoc,6.378441737
MS,Prentiss,0
MS,Quitman,9.871987385
MS,Rankin,51.71078747
MS,Scott,3.321273674
MS,Sharkey,1.000000045
MS,Simpson,0.545787239
MS,Smith,1.818890107
MS,Stone,24.28303085
MS,Sunflower,15.21478062
MS,Tallahatchie,33.99999875
MS,Tate,20.35976184
MS,Tippah,11.35269197
MS,Tishomingo,0
MS,Tunica,3.742388934
MS,Union,7.854758479
MS,Walthall,2.258951688
MS,Warren,27.20979317
MS,Washington,31.88394789
MS,Wayne,0
MS,Webster,0
MS,Wilkinson,3.000000007
MS,Winston,14.11339535
MS,Yalobusha,4.18294866
MS,Yazoo,10.50346283
MO,Adair,10.25823325
MO,Andrew,2.956673945
MO,Atchison,0
MO,Audrain,10.27242669
MO,Barry,26.45069363
MO,Barton,29.60682034
MO,Bates,6.815153789
MO,Benton,12.7661869
MO,Bollinger,14.45273773
MO,Boone,147.7756727
MO,Buchanan,77.72091916
MO,Butler,31.4596335
MO,Caldwell,8.211477775
MO,Callaway,45.03773954
MO,Camden,28.47900719
MO,Cape Girardeau,33.98711258
MO,Carroll,7.672563435
MO,Carter,28.2467603
MO,Cass,178.6714367
MO,Cedar,8.278015244
MO,Chariton,2.000000056
MO,Christian,91.43953371
MO,Clark,0
MO,Clay,306.1385147
MO,Clinton,8.457245984
MO,Cole,79.74197051
MO,Cooper,10.96582269
MO,Crawford,3.562086382
MO,Dade,3.36232437
MO,Dallas,17.77824757
MO,Daviess,5
MO,DeKalb,31.16999025
MO,Dent,24.89340691
MO,Douglas,36.67517633
MO,Dunklin,20.54365819
MO,Franklin,24.81575146
MO,Gasconade,0
MO,Gentry,0
MO,Greene,354.9523423
MO,Grundy,11.92488742
MO,Harrison,6.48876667
MO,Henry,26.63973442
MO,Hickory,8.825249253
MO,Holt,47.99999966
MO,Howard,15.51583131
MO,Howell,60.07132303
MO,Iron,9.388857042
MO,Jackson,652.5118913
MO,Jasper,452.4484894
MO,Jefferson,230.3572066
MO,Johnson,45.54396666
MO,Knox,1
MO,Laclede,44.53689697
MO,Lafayette,24.18064394
MO,Lawrence,21.02119276
MO,Lewis,14.39856137
MO,Lincoln,15.97845693
MO,Linn,6.942513938
MO,Livingston,1.730103079
MO,McDonald,34.23203929
MO,Macon,9.591976573
MO,Madison,2.000337187
MO,Maries,0
MO,Marion,5.321755447
MO,Mercer,17
MO,Miller,2.034867423
MO,Mississippi,0
MO,Moniteau,3.997663719
MO,Monroe,4.035276849
MO,Montgomery,2.000000021
MO,Morgan,1.057961654
MO,New Madrid,0.066201165
MO,Newton,178.1434435
MO,Nodaway,20.14179224
MO,Oregon,16.73573906
MO,Osage,4.185076249
MO,Ozark,26.61848236
MO,Pemiscot,2.963621169
MO,Perry,6.539245445
MO,Pettis,30.38603014
MO,Phelps,50.76121524
MO,Pike,10.01347524
MO,Platte,175.3491951
MO,Polk,6.817822331
MO,Pulaski,165.7280575
MO,Putnam,2.000000045
MO,Ralls,1.205413724
MO,Randolph,7.437494458
MO,Ray,20.86184074
MO,Reynolds,24.95275182
MO,Ripley,20.95479277
MO,St. Charles,271.9380106
MO,St. Clair,8.014968937
MO,Ste. Genevieve,10.86690109
MO,St. Francois,27.20489049
MO,St. Louis,467.736738
MO,Saline,19.34793501
MO,Schuyler,6.687962416
MO,Scotland,0.999999968
MO,Scott,19.05190382
MO,Shannon,6.836213098
MO,Shelby,3.862517522
MO,Stoddard,3.545645007
MO,Stone,0.258951902
MO,Sullivan,25.75112516
MO,Taney,140.1629954
MO,Texas,33.51043
MO,Vernon,43.31757622
MO,Warren,18.69225342
MO,Washington,7.439132592
MO,Wayne,17.93905975
MO,Webster,25.88881068
MO,Worth,0
MO,Wright,6.983943864
MO,St. Louis,31.44374859
MT,Beaverhead,33.43747758
MT,Big Horn,4477.904868
MT,Blaine,1337.009942
MT,Broadwater,19.13232243
MT,Carbon,27.5414641
MT,Carter,10.99999973
MT,Cascade,647.6870828
MT,Chouteau,1259.999977
MT,Custer,102.7511472
MT,Daniels,6.999999976
MT,Dawson,30.33627191
MT,Deer Lodge,16.36215956
MT,Fallon,1.999999925
MT,Fergus,19.53477762
MT,Flathead,107.8443477
MT,Gallatin,58.47666009
MT,Garfield,2.999999981
MT,Glacier,1744.634223
MT,Golden Valley,9.000000111
MT,Granite,3.257803278
MT,Hill,2474.013157
MT,Jefferson,20.67642441
MT,Judith Basin,7.979003106
MT,Lake,343.865075
MT,Lewis and Clark,292.5822569
MT,Liberty,2.99999992
MT,Lincoln,22.30165599
MT,McCone,3.591754521
MT,Madison,10.07417642
MT,Meagher,4.999999949
MT,Mineral,36.77001927
MT,Missoula,501.5608221
MT,Musselshell,20.04272817
MT,Park,46.02473925
MT,Petroleum,0
MT,Phillips,221.2663382
MT,Pondera,831.3468555
MT,Powder River,18.62468877
MT,Powell,18.24993772
MT,Prairie,1.999999949
MT,Ravalli,9.568807993
MT,Richland,53.51996891
MT,Roosevelt,3660.171529
MT,Rosebud,833.7997539
MT,Sanders,270.7756641
MT,Sheridan,23.96696949
MT,Silver Bow,29.11916439
MT,Stillwater,12.8552557
MT,Sweet Grass,1.341595486
MT,Teton,27.00000014
MT,Toole,69.79703464
MT,Treasure,6.00000006
MT,Valley,533.0008764
MT,Wheatland,10.00000004
MT,Wibaux,3.999999968
MT,Yellowstone,1244.123808
NE,Adams,31.92006447
NE,Antelope,0.999999959
NE,Arthur,2
NE,Banner,3.000000059
NE,Blaine,0
NE,Boone,0.513084002
NE,Box Butte,104.8168203
NE,Boyd,11.99999993
NE,Brown,0.580277934
NE,Buffalo,39.72185184
NE,Burt,6.786647566
NE,Butler,5.000000062
NE,Cass,25.0450093
NE,Cedar,3.280893906
NE,Chase,0
NE,Cherry,60.68859528
NE,Cheyenne,9.000000043
NE,Clay,11.00000017
NE,Colfax,5.689640963
NE,Cuming,0
NE,Custer,4.999999885
NE,Dakota,136.5532287
NE,Dawes,13.82594249
NE,Dawson,73.63145474
NE,Deuel,4.999999953
NE,Dixon,6.000000077
NE,Dodge,34.75725198
NE,Douglas,345.596433
NE,Dundy,5.000000006
NE,Fillmore,3
NE,Franklin,3.999999948
NE,Frontier,8.000000235
NE,Furnas,9.99999997
NE,Gage,29.2990741
NE,Garden,12.00000001
NE,Garfield,0
NE,Gosper,1
NE,Grant,1.000000017
NE,Greeley,5
NE,Hall,155.6331587
NE,Hamilton,1.839377999
NE,Harlan,0
NE,Hayes,1.999999983
NE,Hitchcock,11.99999983
NE,Holt,2
NE,Hooker,0
NE,Howard,6.000000179
NE,Jefferson,1.999999955
NE,Johnson,0
NE,Kearney,2.784755871
NE,Keith,4.219774504
NE,Keya Paha,0.999999996
NE,Kimball,5.40689791
NE,Knox,54.13028554
NE,Lancaster,228.4493284
NE,Lincoln,46.36224903
NE,Logan,1.000000029
NE,Loup,1.000000019
NE,McPherson,0
NE,Madison,79.20332432
NE,Merrick,12.98908316
NE,Morrill,23.99999992
NE,Nance,3.999999803
NE,Nemaha,0
NE,Nuckolls,0.99999997
NE,Otoe,0.679288554
NE,Pawnee,0
NE,Perkins,1
NE,Phelps,4.531817853
NE,Pierce,13.99999969
NE,Platte,45.16348621
NE,Polk,0.70804888
NE,Red Willow,26.09368165
NE,Richardson,21.47417159
NE,Rock,1.999999955
NE,Saline,3.582332753
NE,Sarpy,191.5271206
NE,Saunders,12.02091372
NE,Scotts Bluff,20.35886849
NE,Seward,7.469585693
NE,Sheridan,61.0665678
NE,Sherman,2.00000003
NE,Sioux,0.999999951
NE,Stanton,9.225525722
NE,Thayer,2.000000015
NE,Thomas,0.968160242
NE,Thurston,52.30407042
NE,Valley,0.999999955
NE,Washington,0.937467277
NE,Wayne,3.000000196
NE,Webster,1.997558531
NE,Wheeler,1.000000011
NE,York,5.236549567
NV,Churchill,242.0090434
NV,Clark,1866.792927
NV,Douglas,487.851555
NV,Elko,563.6483532
NV,Esmeralda,32.9999997
NV,Eureka,46.99999989
NV,Humboldt,453.5838954
NV,Lander,7.394460431
NV,Lincoln,55.4008641
NV,Lyon,285.9940783
NV,Mineral,703.2939444
NV,Nye,435.8097377
NV,Pershing,19.9999998
NV,Storey,1.058589734
NV,Washoe,1926.796532
NV,White Pine,120.7335745
NV,Carson City,204.396493
NH,Belknap,21.99037655
NH,Carroll,1.114270508
NH,Cheshire,20.12800754
NH,Coos,13.84318846
NH,Grafton,23.91551765
NH,Hillsborough,250.3047013
NH,Merrimack,92.65195152
NH,Rockingham,166.6315295
NH,Strafford,58.96076775
NH,Sullivan,13.17416676
NJ,Atlantic,258.8419103
NJ,Bergen,91.56236158
NJ,Burlington,371.4493369
NJ,Camden,220.0291187
NJ,Cape May,52.83399689
NJ,Cumberland,411.5972679
NJ,Essex,50.98732826
NJ,Gloucester,226.0318454
NJ,Hudson,4.498963058
NJ,Hunterdon,33.2131163
NJ,Mercer,235.7141214
NJ,Middlesex,452.0622419
NJ,Monmouth,226.7352745
NJ,Morris,167.5520475
NJ,Ocean,337.3560204
NJ,Passaic,201.1376657
NJ,Salem,27.30992491
NJ,Somerset,100.8780491
NJ,Sussex,68.53860293
NJ,Union,56.49753873
NJ,Warren,51.04915527
NM,Bernalillo,6939.137621
NM,Catron,99.00000051
NM,Chaves,229.9456802
NM,Cibola,6865.426738
NM,Colfax,134.4435344
NM,Curry,202.0130193
NM,De Baca,3.000000052
NM,Doña Ana,1059.839321
NM,Eddy,255.2862489
NM,Grant,120.9713604
NM,Guadalupe,47.94037607
NM,Harding,7.999999927
NM,Hidalgo,18.05034497
NM,Lea,99.65997565
NM,Lincoln,178.9100295
NM,Los Alamos,67.57807247
NM,Luna,90.80599917
NM,McKinley,36272.90423
NM,Mora,19.37643277
NM,Otero,298.9457691
NM,Quay,20.94974879
NM,Rio Arriba,1937.415835
NM,Roosevelt,79.48197734
NM,Sandoval,8356.505617
NM,San Juan,25152.17829
NM,San Miguel,232.709252
NM,Santa Fe,985.1049811
NM,Sierra,90.57169389
NM,Socorro,1715.162373
NM,Taos,800.7969774
NM,Torrance,141.8899507
NM,Union,3.999999967
NM,Valencia,1037.090789
NY,Albany,79.83248259
NY,Allegany,11.93418574
NY,Bronx,82.95507026
NY,Broome,41.56881938
NY,Cattaraugus,127.476434
NY,Cayuga,8.35112634
NY,Chautauqua,100.6076574
NY,Chemung,41.81319716
NY,Chenango,8.728991616
NY,Clinton,111.2326884
NY,Columbia,27.18346134
NY,Cortland,18.3023267
NY,Delaware,1.172634811
NY,Dutchess,181.570844
NY,Erie,646.5907718
NY,Essex,38.24272805
NY,Franklin,526.7902046
NY,Fulton,8.087657272
NY,Genesee,0.556763328
NY,Greene,51.48801684
NY,Hamilton,6.276705038
NY,Herkimer,28.36168496
NY,Jefferson,124.6427824
NY,Kings,0
NY,Lewis,10.85771507
NY,Livingston,30.05117085
NY,Madison,104.6169257
NY,Monroe,472.1765003
NY,Montgomery,23.05982108
NY,Nassau,95.84337687
NY,New York,0
NY,Niagara,254.2344323
NY,Oneida,95.22136151
NY,Onondaga,640.5974744
NY,Ontario,49.54980328
NY,Orange,358.752531
NY,Orleans,14.4910061
NY,Oswego,55.52425561
NY,Otsego,22.38786434
NY,Putnam,57.67642491
NY,Queens,10.10636277
NY,Rensselaer,67.91362879
NY,Richmond,6.081522741
NY,Rockland,178.9613645
NY,St. Lawrence,207.1610771
NY,Saratoga,87.49703136
NY,Schenectady,67.22874387
NY,Schoharie,28.75694501
NY,Schuyler,1.237825632
NY,Seneca,13.5905756
NY,Steuben,20.80644681
NY,Suffolk,1063.609224
NY,Sullivan,56.66814499
NY,Tioga,6.955454593
NY,Tompkins,34.51659517
NY,Ulster,189.0191999
NY,Warren,21.39755908
NY,Washington,14.66109368
NY,Wayne,26.39265625
NY,Westchester,151.5430341
NY,Wyoming,52.29881022
NY,Yates,1.628151504
NC,Alamance,250.1368672
NC,Alexander,10.34541753
NC,Alleghany,0.104861423
NC,Anson,4.250548582
NC,Ashe,0.216278717
NC,Avery,0.046075258
NC,Beaufort,37.63205312
NC,Bertie,3.707567858
NC,Bladen,26.86256531
NC,Brunswick,122.6906294
NC,Buncombe,231.2489117
NC,Burke,102.6399741
NC,Cabarrus,117.627043
NC,Caldwell,109.5867468
NC,Camden,2.106299839
NC,Carteret,67.91041054
NC,Caswell,1.25050518
NC,Catawba,103.1146821
NC,Chatham,32.00112751
NC,Cherokee,17.10167319
NC,Chowan,15.47179108
NC,Clay,0.686614483
NC,Cleveland,38.43864504
NC,Columbus,37.58233582
NC,Craven,131.4358676
NC,Cumberland,1489.348368
NC,Currituck,7.154382977
NC,Dare,27.98768139
NC,Davidson,145.7048403
NC,Davie,20.10516137
NC,Duplin,1.699031219
NC,Durham,294.8357025
NC,Edgecombe,23.05002348
NC,Forsyth,560.0986852
NC,Franklin,31.34136782
NC,Gaston,259.7923328
NC,Gates,0
NC,Graham,2.857832116
NC,Granville,120.0521788
NC,Greene,
NC,Guilford,521.2566038
NC,Halifax,1655.904918
NC,Harnett,116.3059292
NC,Haywood,66.96313219
NC,Henderson,74.85168914
NC,Hertford,34.21326356
NC,Hoke,232.1016105
NC,Hyde,22.00000007
NC,Iredell,99.1842803
NC,Jackson,56.88114601
NC,Johnston,36.87087978
NC,Jones,0.004468394
NC,Lee,49.47157393
NC,Lenoir,38.19801289
NC,Lincoln,24.58790425
NC,McDowell,7.706383645
NC,Macon,10.30259213
NC,Madison,9.1696283
NC,Martin,4.764982111
NC,Mecklenburg,774.4640581
NC,Mitchell,
NC,Montgomery,0.031841237
NC,Moore,92.99598773
NC,Nash,130.7130604
NC,New Hanover,295.890917
NC,Northampton,10.48890196
NC,Onslow,394.0325065
NC,Orange,109.2775882
NC,Pamlico,0.130846351
NC,Pasquotank,40.78082181
NC,Pender,5.934735273
NC,Perquimans,1.620059719
NC,Person,84.3598315
NC,Pitt,81.84411417
NC,Polk,0
NC,Randolph,194.0584849
NC,Richmond,145.5528201
NC,Robeson,3398.717417
NC,Rockingham,91.90710398
NC,Rowan,80.91418597
NC,Rutherford,33.63570077
NC,Sampson,29.31273899
NC,Scotland,432.2950699
NC,Stanly,14.08519087
NC,Stokes,19.87832508
NC,Surry,11.6609047
NC,Swain,0.925888165
NC,Transylvania,6.997257984
NC,Tyrrell,0
NC,Union,122.9593334
NC,Vance,6.496099306
NC,Wake,997.557139
NC,Warren,740.5711615
NC,Washington,6.157569177
NC,Watauga,8.366917719
NC,Wayne,81.05340421
NC,Wilkes,10.72714617
NC,Wilson,12.15685529
NC,Yadkin,0.695537925
NC,Yancey,1.071348759
ND,Adams,2.99999989
ND,Barnes,15.31677757
ND,Benson,248.4205709
ND,Billings,2.99999993
ND,Bottineau,24.31369662
ND,Bowman,9.000000119
ND,Burke,15.00000009
ND,Burleigh,597.1112664
ND,Cass,142.2881338
ND,Cavalier,10.1257192
ND,Dickey,1.000000004
ND,Divide,5.999999969
ND,Dunn,416.5117893
ND,Eddy,34.99999957
ND,Emmons,6.999999955
ND,Foster,1
ND,Golden Valley,10.00000007
ND,Grand Forks,275.9352883
ND,Grant,17.99999984
ND,Griggs,3.927018282
ND,Hettinger,51.99999841
ND,Kidder,6.00000009
ND,LaMoure,2.99999994
ND,Logan,3.905135429
ND,McHenry,25.0000001
ND,McIntosh,1.999999969
ND,McKenzie,742.7135598
ND,McLean,539.8480997
ND,Mercer,70.22523436
ND,Morton,150.6106562
ND,Mountrail,66.62373805
ND,Nelson,29.99999986
ND,Oliver,27.99999991
ND,Pembina,16.00000007
ND,Pierce,1
ND,Ramsey,55.82867134
ND,Ransom,0
ND,Renville,1
ND,Richland,53.64700679
ND,Rolette,287.3614547
ND,Sargent,3
ND,Sheridan,12.00000002
ND,Sioux,1229.337831
ND,Slope,15.99999997
ND,Stark,38.10307718
ND,Steele,22.89541948
ND,Stutsman,80.92934364
ND,Towner,17.55543965
ND,Traill,8.999999891
ND,Walsh,5.796449253
ND,Ward,589.9898381
ND,Wells,2.999999981
ND,Williams,352.2895519
OH,Adams,11.75877564
OH,Allen,24.64473974
OH,Ashland,0.422550618
OH,Ashtabula,88.74457276
OH,Athens,35.55831315
OH,Auglaize,3.493449807
OH,Belmont,13.26140937
OH,Brown,5.665027277
OH,Butler,213.618675
OH,Carroll,3.033596223
OH,Champaign,2.416661352
OH,Clark,105.4438062
OH,Clermont,151.5403301
OH,Clinton,18.94472913
OH,Columbiana,65.82054143
OH,Coshocton,15.52742491
OH,Crawford,17.62774491
OH,Cuyahoga,291.5912075
OH,Darke,8.599557603
OH,Defiance,22.19718545
OH,Delaware,64.4190764
