State,County,LACCESS_BLACK15,FID
Alabama,Autauga,4216.473194,5
Alabama,Baldwin,3540.965826,20
Alabama,Barbour,2713.12493,25
Alabama,Bibb,419.0999425,29
Alabama,Blount,95.84268727,33
Alabama,Bullock,2634.506685,37
Alabama,Butler,550.9011026,39
Alabama,Calhoun,5465.72518,43
Alabama,Chambers,2616.963013,47
Alabama,Cherokee,1.410913298,51
Alabama,Chilton,245.0090637,56
Alabama,Choctaw,1945.209927,58
Alabama,Clarke,3395.893712,61
Alabama,Clay,64.565817,65
Alabama,Cleburne,1.903723478,67
Alabama,Coffee,1130.790729,70
Alabama,Colbert,1254.05606,73
Alabama,Conecuh,943.5728711,80
Alabama,Coosa,480.2009476,82
Alabama,Covington,316.6222947,88
Alabama,Crenshaw,1288.965249,90
Alabama,Cullman,33.56790932,98
Alabama,Dale,2721.590867,101
Alabama,Dallas,5682.523935,110
Alabama,DeKalb,117.5070183,112
Alabama,Elmore,5073.779727,118
Alabama,Escambia,1790.373305,122
Alabama,Etowah,3694.82784,131
Alabama,Fayette,111.581957,134
Alabama,Franklin,80.91393755,138
Alabama,Geneva,54.14462036,140
Alabama,Greene,2528.735765,148
Alabama,Hale,589.9220991,150
Alabama,Henry,189.0334553,158
Alabama,Houston,4003.033033,160
Alabama,Jackson,241.5987459,164
Alabama,Jefferson,102009.8965,171
Alabama,Lamar,8.289055073,174
Alabama,Lauderdale,1018.249505,176
Alabama,Lawrence,47.86130815,181
Alabama,Lee,8133.649657,187
Alabama,Limestone,2008.958288,197
Alabama,Lowndes,1898.065363,205
Alabama,Macon,7327.351578,210
Alabama,Madison,22812.55969,217
Alabama,Marengo,3024.890657,220
Alabama,Marion,11.79759099,224
Alabama,Marshall,222.1101267,231
Alabama,Mobile,34366.31486,240
Alabama,Monroe,3238.340702,250
Alabama,Montgomery,43343.73473,256
Alabama,Morgan,1756.218577,262
Alabama,Perry,297.5798722,264
Alabama,Pickens,232.8864244,273
Alabama,Pike,1653.524687,279
Alabama,Randolph,1034.34836,284
Alabama,Russell,2667.162797,288
Alabama,St. Clair,441.5126115,292
Alabama,Shelby,3590.150546,298
Alabama,Sumter,1827.497304,303
Alabama,Talladega,2925.046026,306
Alabama,Tallapoosa,824.0803323,308
Alabama,Tuscaloosa,11864.19312,313
Alabama,Walker,1276.015464,317
Alabama,Washington,366.7610167,319
Alabama,Wilcox,4011.082404,326
Alabama,Winston,3.304613207,332
Alaska,Aleutians East,210.0000062,346
Alaska,Aleutians West,34.53017682,381
Alaska,Anchorage,3472.30267,400
Alaska,Bethel,27.61951477,411
Alaska,Bristol Bay,0,423
Alaska,Denali,9.999999981,426
Alaska,Dillingham,1.999999951,445
Alaska,Fairbanks North Star,1503.38727,454
Alaska,Haines,0,462
Alaska,Hoonah-Angoon,7.999999892,476
Alaska,Juneau,78.7414953,482
Alaska,Kenai Peninsula,43.58425337,494
Alaska,Ketchikan Gateway,4.867264704,514
Alaska,Kodiak Island,22.14848213,533
Alaska,Lake and Peninsula,9.000000155,544
Alaska,Matanuska-Susitna,222.4469558,556
Alaska,Nome,6.999999849,571
Alaska,North Slope,53.0401053,614
Alaska,Northwest Arctic,7.999999872,638
Alaska,Petersburg,0.92279921,645
Alaska,Prince of Wales-Hyder,4.99999998,669
Alaska,Sitka,5.792384265,679
Alaska,Skagway,0,683
Alaska,Southeast Fairbanks,16.37562221,690
