State,County,LACCESS_CHILD10
UT,Kane,758.3691547
UT,Millard,1616.441918
UT,Morgan,13.90503907
UT,Piute,468.0000003
UT,Rich,703.9999944
UT,Salt Lake,37047.19334
UT,San Juan,2448.233651
UT,Sanpete,881.8552014
UT,Sevier,179.3281675
UT,Summit,2122.222214
UT,Tooele,5220.053473
UT,Uintah,2708.671067
UT,Utah,46204.68713
UT,Wasatch,379.6913469
UT,Washington,11776.69499
UT,Wayne,220.0675147
UT,Weber,17933.62629
VT,Addison,218.8780277
VT,Bennington,900.3486144
VT,Caledonia,426.6123704
VT,Chittenden,6561.709746
VT,Essex,329.3734197
VT,Franklin,512.192325
VT,Grand Isle,41.30262018
VT,Lamoille,137.0867285
VT,Orange,706.7351609
VT,Orleans,902.2754239
VT,Rutland,1157.902788
VT,Washington,1339.53418
VT,Windham,937.3644243
VT,Windsor,1565.401693
VA,Accomack,238.3932663
VA,Albemarle,3944.42156
VA,Alleghany,466.8871422
VA,Amelia,374.0447639
VA,Amherst,1316.849419
VA,Appomattox,74.76766714
VA,Arlington,1272.799501
VA,Augusta,2208.414978
VA,Bath,164.0262469
VA,Bedford,1868.688857
VA,Bland,400.8726455
VA,Botetourt,1727.192748
VA,Brunswick,456.4945018
VA,Buchanan,268.2837852
VA,Buckingham,461.8159193
VA,Campbell,2524.141469
VA,Caroline,276.4214529
VA,Carroll,359.9283507
VA,Charles City,20.63748871
VA,Charlotte,1027.199243
VA,Chesterfield,31190.52103
VA,Clarke,66.65986287
VA,Craig,132.6244024
VA,Culpeper,617.5678637
VA,Cumberland,1386.795898
VA,Dickenson,3.931131526
VA,Dinwiddie,1411.830044
VA,Essex,697.7419171
VA,Fairfax,55111.57462
VA,Fauquier,2243.252479
VA,Floyd,923.8999787
VA,Fluvanna,1741.82962
VA,Franklin,1894.22791
VA,Frederick,4080.065742
VA,Giles,440.0255267
VA,Gloucester,763.0851073
VA,Goochland,553.9091149
VA,Grayson,488.237385
VA,Greene,0
VA,Greensville,145.9456256
VA,Halifax,2200.270689
VA,Hanover,5225.318369
VA,Henrico,18290.93897
VA,Henry,2120.179978
VA,Highland,346.0000021
VA,Isle of Wight,1328.149998
VA,James City,4708.588737
VA,King and Queen,158.9134312
VA,King George,0
VA,King William,368.816657
VA,Lancaster,69.98439014
VA,Lee,4.413857643
VA,Loudoun,12234.36758
VA,Louisa,184.6053088
VA,Lunenburg,1.213831682
VA,Madison,45.08833485
VA,Mathews,0
VA,Mecklenburg,614.2312632
VA,Middlesex,21.88449301
VA,Montgomery,1634.955861
VA,Nelson,170.781502
VA,New Kent,0.014711548
VA,Northampton,8.386410538
VA,Northumberland,98.6706906
VA,Nottoway,1528.685632
VA,Orange,1612.291178
VA,Page,121.4680842
VA,Patrick,194.3627596
VA,Pittsylvania,2127.956544
VA,Powhatan,426.144157
VA,Prince Edward,659.7405652
VA,Prince George,2172.543773
VA,Prince William,24484.34273
VA,Pulaski,979.4053606
VA,Rappahannock,1118.736597
VA,Richmond,99.47565337
VA,Roanoke,4368.478321
VA,Rockbridge,736.4952515
VA,Rockingham,3612.40997
VA,Russell,476.1312497
VA,Scott,545.7111529
VA,Shenandoah,726.4433581
VA,Smyth,554.3613303
VA,Southampton,614.2394419
VA,Spotsylvania,9578.804072
VA,Stafford,11136.30634
VA,Surry,329.9416491
VA,Sussex,675.6389491
VA,Tazewell,1781.914038
VA,Warren,460.0075723
VA,Washington,1422.855602
VA,Westmoreland,659.6017091
VA,Wise,732.898681
VA,Wythe,242.7920228
VA,York,4587.724569
VA,Alexandria,0
VA,Bedford,79.3964089
VA,Bristol,1172.364157
VA,Buena Vista,1332.952645
VA,Charlottesville,178.3467096
VA,Chesapeake,13619.99296
VA,Colonial Heights,762.196093
VA,Covington,272.1116538
VA,Danville,1432.279587
VA,Emporia,19.30496003
VA,Fairfax,0
VA,Falls Church,47.76206815
VA,Franklin,1128.884267
VA,Fredericksburg,1582.541416
VA,Galax,48.41563809
VA,Hampton,7628.552203
VA,Harrisonburg,835.1011371
VA,Hopewell,1501.163336
VA,Lexington,1.868074894
VA,Lynchburg,4116.890938
VA,Manassas,657.2810586
VA,Manassas Park,1411.905666
VA,Martinsville,755.6349121
VA,Newport News,8306.125704
VA,Norfolk,6271.755875
VA,Norton,146.0350975
VA,Petersburg,1695.670612
VA,Poquoson,1334.961486
VA,Portsmouth,3012.133727
VA,Radford,520.9795609
VA,Richmond,8193.947893
VA,Roanoke,5162.575377
VA,Salem,2322.662766
VA,Staunton,346.065627
VA,Suffolk,4483.604489
VA,Virginia Beach,19897.06909
VA,Waynesboro,791.3194915
VA,Williamsburg,37.94865293
VA,Winchester,1311.863771
WA,Adams,1267.015548
WA,Asotin,915.4070926
WA,Benton,10053.07408
WA,Chelan,3752.093876
WA,Clallam,2839.451553
WA,Clark,24225.18585
WA,Columbia,215.2010462
WA,Cowlitz,7525.376676
WA,Douglas,4713.510631
WA,Ferry,807.3308202
WA,Franklin,8250.488302
WA,Garfield,453.9884005
WA,Grant,6072.891776
WA,Grays Harbor,2954.824952
WA,Island,4472.359123
WA,Jefferson,1023.720326
WA,King,82667.37015
WA,Kitsap,18744.82016
WA,Kittitas,1585.009961
WA,Klickitat,1051.367037
WA,Lewis,2843.492561
WA,Lincoln,1618.11462
WA,Mason,819.9560979
WA,Okanogan,1255.662678
WA,Pacific,1474.969341
WA,Pend Oreille,884.1873868
WA,Pierce,68964.42425
WA,San Juan,1.999999898
WA,Skagit,6857.783963
WA,Skamania,104.0583693
WA,Snohomish,44454.95974
WA,Spokane,20208.81701
WA,Stevens,3074.546224
WA,Thurston,19693.69849
WA,Wahkiakum,544.6147381
WA,Walla Walla,3007.471996
WA,Whatcom,12081.54106
WA,Whitman,1918.082304
WA,Yakima,8504.061105
WV,Barbour,38.10832058
WV,Berkeley,6518.375639
WV,Boone,139.096831
WV,Braxton,626.3853048
WV,Brooke,1037.462152
WV,Cabell,2539.31811
WV,Calhoun,402.7546699
WV,Clay,329.4043956
WV,Doddridge,41.17352791
WV,Fayette,1291.003801
WV,Gilmer,97.53922562
WV,Grant,453.6206594
WV,Greenbrier,722.3162557
WV,Hampshire,1316.807739
WV,Hancock,1432.392663
WV,Hardy,906.882368
WV,Harrison,2378.732548
WV,Jackson,753.9495773
WV,Jefferson,765.7821926
WV,Kanawha,10134.93596
WV,Lewis,138.2809096
WV,Lincoln,0
WV,Logan,392.985453
WV,McDowell,193.1142944
WV,Marion,1664.893632
WV,Marshall,1707.053228
WV,Mason,1167.702407
WV,Mercer,2772.222653
WV,Mineral,628.2890056
WV,Mingo,57.51888671
WV,Monongalia,4076.712433
WV,Monroe,140.9381991
WV,Morgan,290.216009
WV,Nicholas,218.4089516
WV,Ohio,2503.010893
WV,Pendleton,433.5708933
WV,Pleasants,3.372952454
WV,Pocahontas,658.9162502
WV,Preston,1181.662058
WV,Putnam,2929.952933
WV,Raleigh,5234.20037
WV,Randolph,373.1845188
WV,Ritchie,55.23323629
WV,Roane,528.2417807
WV,Summers,361.9271046
WV,Taylor,110.9382287
WV,Tucker,11.89478317
WV,Tyler,187.258795
WV,Upshur,222.3450986
WV,Wayne,1275.40512
WV,Webster,30.56433421
WV,Wetzel,1467.88461
WV,Wirt,15.18179569
WV,Wood,3823.374178
WV,Wyoming,124.882215
WI,Adams,563.6753207
WI,Ashland,1165.084741
WI,Barron,804.6880562
WI,Bayfield,611.6746712
WI,Brown,16111.96324
WI,Buffalo,696.5151629
WI,Burnett,205.1198049
WI,Calumet,2790.385958
WI,Chippewa,2682.297815
WI,Clark,776.1720092
WI,Columbia,755.1267838
WI,Crawford,1324.582834
WI,Dane,27591.32691
WI,Dodge,1491.69179
WI,Door,690.8101629
WI,Douglas,2508.080278
WI,Dunn,1666.790126
WI,Eau Claire,6331.697621
WI,Florence,348.0649909
WI,Fond du Lac,3289.307766
WI,Forest,671.731861
WI,Grant,1549.173069
WI,Green,1157.772698
WI,Green Lake,342.0928713
WI,Iowa,702.9296538
WI,Iron,209.2188668
WI,Jackson,1506.967423
WI,Jefferson,1866.781412
WI,Juneau,944.5033094
WI,Kenosha,11941.55616
WI,Kewaunee,9.561857115
WI,La Crosse,6053.030988
WI,Lafayette,631.3257
WI,Langlade,1022.653221
WI,Lincoln,1199.972028
WI,Manitowoc,2926.226171
WI,Marathon,7023.68624
WI,Marinette,1295.928577
WI,Marquette,41.44566644
WI,Menominee,400.5787155
WI,Milwaukee,29547.09106
WI,Monroe,1748.485582
WI,Oconto,889.6580431
WI,Oneida,692.6573309
WI,Outagamie,6524.958433
WI,Ozaukee,6262.826861
WI,Pepin,0
WI,Pierce,1222.567624
WI,Polk,207.8473755
WI,Portage,4037.406687
WI,Price,302.2506769
WI,Racine,14246.35644
WI,Richland,920.5942775
WI,Rock,12528.72412
WI,Rusk,675.27308
WI,St. Croix,3052.002389
WI,Sauk,729.4857209
WI,Sawyer,746.4375525
WI,Shawano,1572.704836
WI,Sheboygan,2419.69231
WI,Taylor,1015.734332
WI,Trempealeau,144.392172
WI,Vernon,1233.325496
WI,Vilas,349.9900334
WI,Walworth,7860.966474
WI,Washburn,536.2564819
WI,Washington,4909.137816
WI,Waukesha,38987.3877
WI,Waupaca,1636.571151
WI,Waushara,54.02399598
WI,Winnebago,11937.33343
WI,Wood,4674.095765
WY,Albany,2842.974533
WY,Big Horn,588.7538439
WY,Campbell,3054.71983
WY,Carbon,2097.173771
WY,Converse,457.0221422
WY,Crook,1297.895773
WY,Fremont,1449.571635
WY,Goshen,782.5908722
WY,Hot Springs,105.7001881
WY,Johnson,380.6670916
WY,Laramie,5869.729459
WY,Lincoln,736.301343
WY,Natrona,7810.494718
WY,Niobrara,95.4014283
WY,Park,1218.903877
WY,Platte,361.8408035
WY,Sheridan,2990.575965
WY,Sublette,366.6478279
WY,Sweetwater,3583.869531
WY,Teton,1096.195276
WY,Uinta,1336.553029
WY,Washakie,184.5068837
WY,Weston,252.7898894
