State,County,LACCESS_POP15
NC,Bladen,2280.857639
NC,Brunswick,16700.72491
NC,Buncombe,51501.10845
NC,Burke,26885.78109
NC,Cabarrus,40937.32163
NC,Caldwell,29875.26417
NC,Camden,438.9076159
NC,Carteret,16740.05277
NC,Caswell,1855.471518
NC,Catawba,33136.8068
NC,Chatham,3077.033517
NC,Cherokee,2070.580433
NC,Chowan,3422.380921
NC,Clay,342.6442128
NC,Cleveland,16368.96553
NC,Columbus,2547.699079
NC,Craven,29016.21369
NC,Cumberland,96359.81188
NC,Currituck,3092.948462
NC,Dare,10375.22506
NC,Davidson,26967.96718
NC,Davie,4486.511442
NC,Duplin,1137.434358
NC,Durham,69240.23993
NC,Edgecombe,7339.266976
NC,Forsyth,128304.2991
NC,Franklin,2714.440009
NC,Gaston,58303.50768
NC,Gates,4.764051285
NC,Graham,251.4810778
NC,Granville,9758.034672
NC,Greene,
NC,Guilford,98823.13583
NC,Halifax,9039.691593
NC,Harnett,10042.4126
NC,Haywood,12745.39066
NC,Henderson,23181.48805
NC,Hertford,2499.181434
NC,Hoke,9915.795965
NC,Hyde,5226.823353
NC,Iredell,24361.44844
NC,Jackson,7266.534008
NC,Johnston,8700.3329
NC,Jones,0.312787592
NC,Lee,8545.128152
NC,Lenoir,7585.149823
NC,Lincoln,11163.73091
NC,McDowell,1925.703928
NC,Macon,2213.885799
NC,Madison,2534.352055
NC,Martin,909.6320389
NC,Mecklenburg,167999.0071
NC,Mitchell,
NC,Montgomery,468.8879746
NC,Moore,17935.51852
NC,Nash,13818.24571
NC,New Hanover,61146.0362
NC,Northampton,2575.217641
NC,Onslow,53953.27791
NC,Orange,25496.23473
NC,Pamlico,722.0191574
NC,Pasquotank,10194.719
NC,Pender,3483.382674
NC,Perquimans,457.5562966
NC,Person,4048.905209
NC,Pitt,15522.87636
NC,Polk,72.43510902
NC,Randolph,27287.84794
NC,Richmond,6128.091914
NC,Robeson,12545.12874
NC,Rockingham,19545.84958
NC,Rowan,34164.08346
NC,Rutherford,14561.83823
NC,Sampson,2715.091957
NC,Scotland,5867.712103
NC,Stanly,3375.731631
NC,Stokes,8299.132174
NC,Surry,5700.167151
NC,Swain,214.2166239
NC,Transylvania,2367.332036
NC,Tyrrell,489.6665662
NC,Union,31579.00683
NC,Vance,4473.930631
NC,Wake,170431.0866
NC,Warren,1528.497425
NC,Washington,3548.938321
NC,Watauga,3418.336181
NC,Wayne,22450.85378
NC,Wilkes,7781.597527
NC,Wilson,2978.040991
NC,Yadkin,729.6325596
NC,Yancey,189.7644434
ND,Adams,522.1516008
ND,Barnes,3101.981969
ND,Benson,2844.403513
ND,Billings,782.9999968
ND,Bottineau,2939.408519
ND,Bowman,939.7742774
ND,Burke,1967.999992
ND,Burleigh,17840.8268
ND,Cass,20905.04625
ND,Cavalier,1454.524154
ND,Dickey,673.4962042
ND,Divide,688.7050356
ND,Dunn,1874.325838
ND,Eddy,688.503906
ND,Emmons,1582.33032
ND,Foster,602.8319292
ND,Golden Valley,1680
ND,Grand Forks,13769.61299
ND,Grant,1252.662987
ND,Griggs,794.3187467
ND,Hettinger,2476.492583
ND,Kidder,2424.28816
ND,LaMoure,1539.825574
ND,Logan,834.768582
ND,McHenry,3724.720891
ND,McIntosh,558.9309544
ND,McKenzie,2346.426091
ND,McLean,4944.006611
ND,Mercer,1567.89839
ND,Morton,8212.678755
ND,Mountrail,1006.626546
ND,Nelson,3125.999993
ND,Oliver,1556.000715
ND,Pembina,3425.07326
ND,Pierce,840.8637156
ND,Ramsey,1901.895501
ND,Ransom,888.7160405
ND,Renville,1456.940419
ND,Richland,6564.559204
ND,Rolette,1302.224128
ND,Sargent,838.7582614
ND,Sheridan,1077.577917
ND,Sioux,1701.199118
ND,Slope,692.3788532
ND,Stark,4111.586808
ND,Steele,1733.180601
ND,Stutsman,6953.208529
ND,Towner,781.6049973
ND,Traill,1475.502122
ND,Walsh,2050.0385
ND,Ward,20557.41321
ND,Wells,1592.626201
ND,Williams,4762.935349
OH,Adams,2025.715533
OH,Allen,19335.27634
OH,Ashland,1795.137177
OH,Ashtabula,20657.03053
OH,Athens,14901.09444
OH,Auglaize,2299.645715
OH,Belmont,10006.20127
OH,Brown,3237.498828
OH,Butler,125412.0678
OH,Carroll,1704.279678
OH,Champaign,627.1283666
OH,Clark,33638.01216
OH,Clermont,78008.04578
OH,Clinton,7472.723542
OH,Columbiana,21395.04153
OH,Coshocton,6861.144622
OH,Crawford,10125.73194
OH,Cuyahoga,250036.4206
OH,Darke,3130.784301
OH,Defiance,5001.03592
OH,Delaware,46411.86205
OH,Erie,21523.29829
OH,Fairfield,30776.27227
OH,Fayette,896.9132551
OH,Franklin,274663.114
OH,Fulton,6459.185638
OH,Gallia,3690.438212
OH,Geauga,18310.27589
OH,Greene,47231.78087
OH,Guernsey,6254.855496
OH,Hamilton,236682.5727
OH,Hancock,12032.67386
OH,Hardin,3035.025655
OH,Harrison,381.4564592
OH,Henry,3638.572136
OH,Highland,2456.475779
OH,Hocking,5072.302918
OH,Holmes,875.8307536
OH,Huron,7389.88101
OH,Jackson,1427.970912
OH,Jefferson,15086.30983
OH,Knox,8644.806216
OH,Lake,78510.80912
OH,Lawrence,9196.449897
OH,Licking,34313.65442
OH,Logan,3675.854836
OH,Lorain,81349.40028
OH,Lucas,72292.05625
OH,Madison,12460.47507
OH,Mahoning,63368.71989
OH,Marion,22122.51391
OH,Medina,42335.47375
OH,Meigs,3888.997984
OH,Mercer,1408.267812
OH,Miami,14209.86074
OH,Monroe,837.7921846
OH,Montgomery,142425.8876
OH,Morgan,945.8249591
OH,Morrow,166.3163132
OH,Muskingum,16744.93352
OH,Noble,3788.438454
OH,Ottawa,11156.6439
OH,Paulding,2557.604111
OH,Perry,1410.531617
OH,Pickaway,7596.616356
OH,Pike,4088.46419
OH,Portage,42909.86526
OH,Preble,314.0048768
OH,Putnam,5727.098599
OH,Richland,31594.11029
OH,Ross,10703.82105
OH,Sandusky,6092.055728
OH,Scioto,14240.65699
OH,Seneca,7975.837547
OH,Shelby,8219.964782
OH,Stark,108254.3562
OH,Summit,165394.7181
OH,Trumbull,45541.4576
OH,Tuscarawas,17960.76902
OH,Union,11122.95614
OH,Van Wert,4648.77005
OH,Vinton,6470.947777
OH,Warren,75605.20823
OH,Washington,5778.640249
OH,Wayne,18588.25302
OH,Williams,5340.367297
OH,Wood,41776.05753
OH,Wyandot,1018.683961
OK,Adair,1651.056318
OK,Alfalfa,3316.195277
OK,Atoka,5732.819395
OK,Beaver,2157.197284
OK,Beckham,2642.981261
OK,Blaine,6728.668481
OK,Bryan,8293.330899
OK,Caddo,8867.080706
OK,Canadian,26958.39465
OK,Carter,4759.177803
OK,Cherokee,10474.58073
OK,Choctaw,7356.595113
OK,Cimarron,998.5401167
OK,Cleveland,48390.84524
OK,Coal,1618.158914
OK,Comanche,40133.49846
OK,Cotton,5173.784882
OK,Craig,2597.303624
OK,Creek,14638.01683
OK,Custer,8840.447308
OK,Delaware,7749.043827
OK,Dewey,4809.999999
OK,Ellis,4132.153329
OK,Garfield,10121.62401
OK,Garvin,4717.767905
OK,Grady,6855.355173
OK,Grant,2957.952518
OK,Greer,550.8833149
OK,Harmon,242.1644219
OK,Harper,1903.180771
OK,Haskell,4845.309744
OK,Hughes,3764.946388
OK,Jackson,6368.276925
OK,Jefferson,1507.907679
OK,Johnston,3965.197053
OK,Kay,14104.33265
OK,Kingfisher,1812.587555
OK,Kiowa,4663.12938
OK,Latimer,2849.98263
OK,Le Flore,7757.032543
OK,Lincoln,2533.057813
OK,Logan,9026.693206
OK,Love,1911.045281
OK,McClain,3325.782827
OK,McCurtain,5508.484493
OK,McIntosh,2402.806581
OK,Major,1359.13354
OK,Marshall,3885.386015
OK,Mayes,4346.86785
OK,Murray,551.1260784
OK,Muskogee,10087.52776
OK,Noble,3302.80047
OK,Nowata,2221.797415
OK,Okfuskee,2436.265642
OK,Oklahoma,150328.1673
OK,Okmulgee,9046.591066
OK,Osage,14890.98249
OK,Ottawa,4918.00796
OK,Pawnee,240.4977919
OK,Payne,16690.06755
OK,Pittsburg,19056.91312
OK,Pontotoc,8227.266594
OK,Pottawatomie,9451.210399
OK,Pushmataha,5048.168265
OK,Roger Mills,2001.024437
OK,Rogers,17566.42655
OK,Seminole,1914.045031
OK,Sequoyah,4751.508997
OK,Stephens,6775.005589
OK,Texas,7447.302383
OK,Tillman,2761.778257
OK,Tulsa,145919.1651
OK,Wagoner,20762.94367
OK,Washington,16508.84202
OK,Washita,4515.676192
OK,Woods,2871.686352
OK,Woodward,5308.939943
OR,Baker,7253.454355
OR,Benton,22296.29843
OR,Clackamas,52465.89127
OR,Clatsop,6399.462374
OR,Columbia,7244.595964
OR,Coos,7125.65679
OR,Crook,3539.212454
OR,Curry,2747.267253
OR,Deschutes,24606.48525
OR,Douglas,27253.65344
OR,Gilliam,1022.111729
OR,Grant,2963.728525
OR,Harney,2747.205093
OR,Hood River,1437.560114
OR,Jackson,38777.25425
OR,Jefferson,4096.140496
OR,Josephine,16477.70188
OR,Klamath,24263.31887
OR,Lake,3444.158709
OR,Lane,63271.5807
OR,Lincoln,7837.11124
OR,Linn,25681.14898
OR,Malheur,3529.120219
OR,Marion,45615.72138
OR,Morrow,3973.419455
OR,Multnomah,67238.86569
OR,Polk,22526.26468
OR,Sherman,1439.767983
OR,Tillamook,2211.503351
OR,Umatilla,23442.08319
OR,Union,5001.269257
OR,Wallowa,1895.861933
OR,Wasco,10369.72557
OR,Washington,59768.69852
OR,Wheeler,1440.999998
OR,Yamhill,17001.72925
PA,Adams,11147.06834
PA,Allegheny,312479.1856
PA,Armstrong,5493.644379
PA,Beaver,62536.29846
PA,Bedford,3410.102452
PA,Berks,66148.04035
PA,Blair,30041.74616
PA,Bradford,6257.840588
PA,Bucks,188961.8592
PA,Butler,35420.66462
PA,Cambria,36952.97604
PA,Cameron,466.5643693
PA,Carbon,7212.786463
PA,Centre,24825.63572
PA,Chester,198074.3081
PA,Clarion,2152.682489
PA,Clearfield,11298.53451
PA,Clinton,6905.32941
PA,Columbia,6681.218041
PA,Crawford,10527.28117
PA,Cumberland,52825.62343
PA,Dauphin,85827.77666
PA,Delaware,88622.49611
PA,Elk,3612.385586
PA,Erie,75116.93925
PA,Fayette,27001.2345
PA,Forest,105.4152029
PA,Franklin,26304.56801
PA,Fulton,1650.690231
PA,Greene,6321.855404
PA,Huntingdon,931.0247974
PA,Indiana,17518.98091
PA,Jefferson,2008.472775
PA,Juniata,4489.028375
PA,Lackawanna,27068.57118
PA,Lancaster,121279.2734
PA,Lawrence,24199.27318
PA,Lebanon,19710.99259
PA,Lehigh,87227.61191
PA,Luzerne,50063.35828
PA,Lycoming,21592.60009
PA,McKean,1676.288459
PA,Mercer,16912.59081
PA,Mifflin,2397.652376
PA,Monroe,49943.44202
PA,Montgomery,227360.9185
PA,Montour,2082.608056
PA,Northampton,68026.98452
PA,Northumberland,10264.86855
PA,Perry,5820.970077
PA,Philadelphia,18434.25338
PA,Pike,3588.729793
PA,Potter,3109.537737
PA,Schuylkill,11845.56779
PA,Snyder,2743.687656
PA,Somerset,12451.47715
PA,Sullivan,1986.872404
PA,Susquehanna,2173.22499
PA,Tioga,4409.080185
PA,Union,14497.98723
PA,Venango,5015.180594
PA,Warren,6099.288415
PA,Washington,58314.87898
PA,Wayne,1982.403957
PA,Westmoreland,118356.6468
PA,Wyoming,863.6218883
PA,York,105961.1888
RI,Bristol,25479.00554
RI,Kent,46714.55237
RI,Newport,25293.05589
RI,Providence,96381.11781
RI,Washington,40965.56486
SC,Abbeville,281.1226946
SC,Aiken,35442.66188
SC,Allendale,1740.660124
SC,Anderson,51914.46067
SC,Bamberg,4629.006917
SC,Barnwell,513.8347912
SC,Beaufort,52289.04273
SC,Berkeley,42839.04416
SC,Calhoun,129.1499994
SC,Charleston,67780.23338
SC,Cherokee,7921.079623
SC,Chester,5545.287306
SC,Chesterfield,6209.583223
SC,Clarendon,1767.303749
SC,Colleton,9368.311689
SC,Darlington,11248.72712
SC,Dillon,3865.68394
SC,Dorchester,26155.29065
SC,Edgefield,2309.694201
SC,Fairfield,5167.298867
SC,Florence,30265.73862
SC,Georgetown,12374.96885
SC,Greenville,163541.7134
SC,Greenwood,12231.20307
SC,Hampton,3679.61109
SC,Horry,38348.33154
SC,Jasper,2839.33205
SC,Kershaw,10634.39025
SC,Lancaster,15583.21107
SC,Laurens,14406.23473
SC,Lee,1107.915861
SC,Lexington,63721.68004
SC,McCormick,330.0932817
SC,Marion,2914.201385
SC,Marlboro,4578.47449
SC,Newberry,8905.72293
SC,Oconee,10585.86305
SC,Orangeburg,11272.76337
SC,Pickens,33387.56114
SC,Richland,102671.1845
SC,Saluda,1970.145683
SC,Spartanburg,89659.01038
SC,Sumter,27187.69255
SC,Union,2640.852245
SC,Williamsburg,2455.906779
SC,York,49945.45098
SD,Aurora,2016.24611
SD,Beadle,3935.360546
SD,Bennett,3319.803232
SD,Bon Homme,998.0503088
SD,Brookings,12665.29363
SD,Brown,11371.57206
SD,Brule,1648.866481
SD,Buffalo,1906.678707
SD,Butte,2434.658515
SD,Campbell,1368.586432
SD,Charles Mix,916.2110874
SD,Clark,1708.16942
SD,Clay,4110.258598
SD,Codington,9913.954474
SD,Corson,3636.368817
SD,Custer,2903.681125
SD,Davison,4636.254323
SD,Day,2790.82131
SD,Deuel,3939.672659
SD,Dewey,2035.071924
SD,Douglas,2675.18278
SD,Edmunds,2591.615622
SD,Fall River,2639.445953
SD,Faulk,1139.917193
SD,Grant,1310.508429
SD,Gregory,1213.416055
SD,Haakon,800.5009998
SD,Hamlin,5671.283754
SD,Hand,1177.088759
SD,Hanson,595.4522885
SD,Harding,1254.999995
SD,Hughes,3984.233324
SD,Hutchinson,649.2111625
SD,Hyde,1420
SD,Jackson,1909.610028
SD,Jerauld,2071.000001
SD,Jones,1005.999998
SD,Kingsbury,2689.471728
SD,Lake,1116.544275
SD,Lawrence,3860.600209
SD,Lincoln,4049.367116
SD,Lyman,3138.793698
SD,McCook,1820.203986
SD,McPherson,1370.012246
SD,Marshall,2346.719347
SD,Meade,8631.691866
SD,Mellette,2035.758276
SD,Miner,910.8661395
SD,Minnehaha,31296.91349
SD,Moody,4976.282228
SD,Pennington,28974.57392
SD,Perkins,1470.762779
SD,Potter,2329.000003
SD,Roberts,2750.012612
SD,Sanborn,2328.430048
SD,Shannon,10779.63654
SD,Spink,2796.762151
SD,Stanley,570.819394
SD,Sully,1373
SD,Todd,1990.288423
SD,Tripp,1510.381507
SD,Turner,190.9513743
SD,Union,2887.046731
SD,Walworth,1560.22831
SD,Yankton,6096.682299
SD,Ziebach,1047.091303
TN,Anderson,22423.20523
TN,Bedford,6177.858239
TN,Benton,2221.329844
TN,Bledsoe,395.6119428
TN,Blount,42345.43842
TN,Bradley,29457.10304
TN,Campbell,7790.571542
TN,Cannon,319.8339099
TN,Carroll,2483.601819
TN,Carter,23715.89739
TN,Cheatham,436.3837273
TN,Chester,2223.722031
TN,Claiborne,6856.182955
TN,Clay,10.77635759
TN,Cocke,7579.667247
TN,Coffee,9075.918915
TN,Crockett,108.9791699
TN,Cumberland,10757.6808
TN,Davidson,137325.6791
TN,Decatur,895.5762306
TN,DeKalb,395.9009773
TN,Dickson,6387.407977
TN,Dyer,12712.0537
TN,Fayette,2233.377903
TN,Fentress,37.12672827
TN,Franklin,8150.826633
TN,Gibson,6040.648371
TN,Giles,3490.058378
TN,Grainger,0
TN,Greene,6489.646377
TN,Grundy,135.4241778
TN,Hamblen,27609.29259
TN,Hamilton,138476.9449
TN,Hancock,66.53957172
TN,Hardeman,7469.06003
TN,Hardin,3650.040675
TN,Hawkins,11433.53299
TN,Haywood,2992.977457
TN,Henderson,3523.628079
TN,Henry,6159.815761
TN,Hickman,2775.948616
TN,Houston,214.2499277
TN,Humphreys,1206.506907
TN,Jackson,1.603731649
TN,Jefferson,2646.345565
TN,Johnson,2275.559271
TN,Knox,157839.1679
TN,Lake,14.70110096
TN,Lauderdale,2397.083511
TN,Lawrence,3120.204647
TN,Lewis,422.6980649
TN,Lincoln,4923.307021
TN,Loudon,14631.91755
TN,McMinn,6823.748325
TN,McNairy,2567.82335
TN,Macon,749.8802352
TN,Madison,23242.55929
TN,Marion,2879.100675
TN,Marshall,3733.409742
TN,Maury,15063.1966
TN,Meigs,177.2976636
TN,Monroe,1918.841062
TN,Montgomery,57591.4832
TN,Moore,2145.496401
TN,Morgan,4002.345884
TN,Obion,3472.412119
TN,Overton,294.6884286
TN,Perry,1978.780638
TN,Pickett,38.9002502
TN,Polk,49.35484861
TN,Putnam,14568.35896
TN,Rhea,3162.271026
TN,Roane,13942.30356
TN,Robertson,4540.526095
TN,Rutherford,65080.48396
TN,Scott,789.3471258
TN,Sequatchie,9.023677854
TN,Sevier,11385.47851
TN,Shelby,273256.1287
TN,Smith,273.7508556
TN,Stewart,247.3291916
TN,Sullivan,52031.89031
TN,Sumner,47994.89611
TN,Tipton,11339.19152
TN,Trousdale,
TN,Unicoi,2401.864812
TN,Union,387.1107655
TN,Van Buren,39.32218773
TN,Warren,3313.411601
TN,Washington,26994.10611
TN,Wayne,3784.261368
TN,Weakley,4131.026249
TN,White,2475.136877
TN,Williamson,45309.22331
TN,Wilson,25367.26104
TX,Anderson,23111.24142
TX,Andrews,5015.975463
TX,Angelina,20927.33155
TX,Aransas,8865.511478
TX,Archer,2147.672378
TX,Armstrong,1896.207974
TX,Atascosa,9400.113631
TX,Austin,3256.073226
TX,Bailey,667.9013872
TX,Bandera,7158.456173
TX,Bastrop,21416.7825
TX,Baylor,455.6472206
TX,Bee,10775.39569
TX,Bell,103120.542
TX,Bexar,451601.664
TX,Blanco,485.0628803
TX,Borden,641.0000001
TX,Bosque,1762.381976
TX,Bowie,20113.87064
TX,Brazoria,69647.35586
TX,Brazos,52558.40869
TX,Brewster,2642.144081
TX,Briscoe,1637.000002
TX,Brooks,1179.309819
TX,Brown,13832.29648
TX,Burleson,2215.593346
TX,Burnet,14182.99888
TX,Caldwell,5776.48197
TX,Calhoun,7732.014137
TX,Callahan,4001.973448
TX,Cameron,100015.1959
TX,Camp,1247.022111
TX,Carson,1235.921865
TX,Cass,2118.904961
TX,Castro,960.3096366
TX,Chambers,6741.755307
TX,Cherokee,8279.829288
TX,Childress,3108.74995
TX,Clay,5527.836258
TX,Cochran,662.1636427
TX,Coke,3319.212896
TX,Coleman,1745.746927
TX,Collin,99230.76231
TX,Collingsworth,224.9440881
TX,Colorado,4316.817179
TX,Comal,23139.17592
TX,Comanche,2143.457501
TX,Concho,1092.264684
TX,Cooke,2805.004589
TX,Coryell,32863.20335
TX,Cottle,1504.11735
TX,Crane,388.9571003
TX,Crockett,284.1721518
TX,Crosby,291.171379
TX,Culberson,186.1433384
TX,Dallam,2687.259624
TX,Dallas,393661.0687
TX,Dawson,4087.060745
TX,Deaf Smith,3610.275422
TX,Delta,377.2027916
TX,Denton,123079.9158
TX,DeWitt,3085.746667
TX,Dickens,484.9589176
TX,Dimmit,3897.242738
TX,Donley,573.7145028
TX,Duval,4063.285827
TX,Eastland,4032.113314
TX,Ector,28118.39431
TX,Edwards,638.0084491
TX,Ellis,35501.74583
TX,El Paso,143526.5396
TX,Erath,13696.72341
TX,Falls,2472.787595
TX,Fannin,11194.09751
TX,Fayette,5540.04939
TX,Fisher,676.4972192
TX,Floyd,412.8387251
TX,Foard,1336.000005
TX,Fort Bend,148759.5087
TX,Franklin,743.8711956
TX,Freestone,2952.815326
TX,Frio,1681.682558
TX,Gaines,563.215617
TX,Galveston,90963.75638
TX,Garza,388.5455248
TX,Gillespie,4771.034736
TX,Glasscock,1204.148021
TX,Goliad,2653.520984
TX,Gonzales,5061.615434
TX,Gray,4517.532437
TX,Grayson,23579.40507
TX,Gregg,27060.15559
TX,Grimes,10651.10988
TX,Guadalupe,44881.21309
TX,Hale,7568.001971
TX,Hall,819.9667729
TX,Hamilton,2134.104063
TX,Hansford,4983.125005
TX,Hardeman,1231.359417
TX,Hardin,15879.69128
TX,Harris,740267.4127
TX,Harrison,8988.764443
TX,Hartley,1450.075897
TX,Haskell,1490.829359
TX,Hays,25933.49337
TX,Hemphill,403.4451611
TX,Henderson,21411.1738
TX,Hidalgo,269110.4607
TX,Hill,1991.566333
TX,Hockley,10499.66097
TX,Hood,16796.4858
TX,Hopkins,5897.347591
TX,Houston,9341.021512
TX,Howard,17219.63904
TX,Hudspeth,3462.921017
TX,Hunt,9084.650384
TX,Hutchinson,6465.426391
TX,Irion,1598.587455
TX,Jack,4294.148336
TX,Jackson,3000.345549
TX,Jasper,6386.267405
TX,Jeff Davis,689.2330393
TX,Jefferson,58383.1275
TX,Jim Hogg,1415.957078
TX,Jim Wells,7621.577004
TX,Johnson,33504.95085
TX,Jones,4324.222968
TX,Karnes,3631.28583
TX,Kaufman,8665.570582
TX,Kendall,4315.150691
TX,Kenedy,404.2091404
TX,Kent,785.3376931
TX,Kerr,14845.10172
TX,Kimble,1152.854152
TX,King,285.9999989
TX,Kinney,154.8742404
TX,Kleberg,9787.171095
TX,Knox,1752.994252
TX,Lamar,14616.19877
TX,Lamb,498.0711182
TX,Lampasas,4014.559548
TX,La Salle,3980.727582
TX,Lavaca,2747.042264
TX,Lee,1053.818829
TX,Leon,2199.184445
TX,Liberty,16888.22296
TX,Limestone,4455.237749
TX,Lipscomb,3301.985263
TX,Live Oak,1181.235303
TX,Llano,5991.281579
TX,Loving,81.99999951
TX,Lubbock,43815.16882
TX,Lynn,2003.364958
TX,McCulloch,2707.34017
TX,McLennan,91765.19462
TX,McMullen,692.8615667
TX,Madison,3811.522612
TX,Marion,825.2269074
TX,Martin,1028.137166
TX,Mason,849.9170471
TX,Matagorda,13868.93767
TX,Maverick,17497.68013
TX,Medina,10912.82773
TX,Menard,452.4626241
TX,Midland,37531.88585
TX,Milam,5418.110709
TX,Mills,1218.088622
TX,Mitchell,2800.823639
TX,Montague,3260.003517
TX,Montgomery,94269.40003
TX,Moore,6300.14237
TX,Morris,216.2773026
TX,Motley,223.290367
TX,Nacogdoches,18795.56993
TX,Navarro,11808.94582
TX,Newton,3836.057281
TX,Nolan,3624.752364
TX,Nueces,110861.8757
TX,Ochiltree,974.2849421
TX,Oldham,2052.000006
TX,Orange,20792.42022
TX,Palo Pinto,10630.91317
TX,Panola,5269.723336
TX,Parker,20534.71497
TX,Parmer,4963.677207
TX,Pecos,2972.501652
TX,Polk,9162.119295
TX,Potter,25358.13251
TX,Presidio,5429.905705
TX,Rains,
TX,Randall,14799.87497
TX,Reagan,214.3562824
TX,Real,3308.999986
TX,Red River,5964.721719
TX,Reeves,3039.208402
TX,Refugio,1462.600664
TX,Roberts,843.1891217
TX,Robertson,5362.69054
TX,Rockwall,15839.00336
TX,Runnels,2878.916626
TX,Rusk,13708.50468
TX,Sabine,1721.446652
TX,San Augustine,399.1461746
TX,San Jacinto,2148.834992
TX,San Patricio,13590.56062
TX,San Saba,1871.976611
TX,Schleicher,364.5067232
TX,Scurry,4919.908366
TX,Shackelford,485.9136337
TX,Shelby,3561.874287
TX,Sherman,750.8730664
TX,Smith,34981.49172
TX,Somervell,0
TX,Starr,27407.46618
TX,Stephens,2194.069701
TX,Sterling,1143.000005
TX,Stonewall,221.5115989
TX,Sutton,448.7297769
TX,Swisher,1441.955603
TX,Tarrant,463702.8394
TX,Taylor,36822.04173
TX,Terrell,983.9999982
TX,Terry,4703.324926
TX,Throckmorton,1641.000004
TX,Titus,3828.676784
TX,Tom Green,44739.34736
TX,Travis,268244.4999
TX,Trinity,443.466068
TX,Tyler,11662.35777
TX,Upshur,4657.168902
TX,Upton,1121.000172
TX,Uvalde,11468.81485
TX,Val Verde,19612.27365
TX,Van Zandt,5077.79335
TX,Victoria,24368.60951
TX,Walker,22834.21248
TX,Waller,6493.239781
TX,Ward,1144.153775
TX,Washington,3208.91558
TX,Webb,56255.31087
TX,Wharton,6432.440924
TX,Wheeler,620.348168
TX,Wichita,48641.62571
TX,Wilbarger,3694.542036
TX,Willacy,3051.679548
TX,Williamson,142428.5587
TX,Wilson,1876.831884
TX,Winkler,62.71867458
TX,Wise,3519.045576
TX,Wood,3222.188853
TX,Yoakum,1562.352965
TX,Young,6142.001383
TX,Zapata,6065.681176
TX,Zavala,3702.027063
UT,Beaver,951.4320666
UT,Box Elder,10094.86652
UT,Cache,37757.86814
UT,Carbon,6041.939402
UT,Daggett,1058.999991
UT,Davis,94506.5692
UT,Duchesne,5147.487905
UT,Emery,444.22073
UT,Garfield,3096.297775
UT,Grand,2021.490637
UT,Iron,13807.61261
UT,Juab,4406.19433
UT,Kane,3117.926132
UT,Millard,5024.148373
UT,Morgan,38.80483927
UT,Piute,1556.000003
UT,Rich,2263.999989
UT,Salt Lake,91150.18186
UT,San Juan,8414.881743
UT,Sanpete,2517.853575
UT,Sevier,623.7775081
UT,Summit,9799.277353
UT,Tooele,19591.78307
UT,Uintah,8024.676617
UT,Utah,121874.6227
UT,Wasatch,1108.335145
UT,Washington,36701.89896
UT,Wayne,1009.005215
UT,Weber,58288.9613
VT,Addison,867.8493122
VT,Bennington,4389.721135
VT,Caledonia,2001.621866
VT,Chittenden,27641.24417
VT,Essex,1890.452656
VT,Franklin,2125.512647
VT,Grand Isle,35.54456334
VT,Lamoille,578.1499048
VT,Orange,3046.542685
VT,Orleans,3813.344232
VT,Rutland,9152.346396
VT,Washington,7322.833679
VT,Windham,4169.521511
VT,Windsor,4782.623869
VA,Accomack,1700.336105
VA,Albemarle,15278.65979
VA,Alleghany,2157.569549
VA,Amelia,2089.263825
VA,Amherst,5432.82799
VA,Appomattox,332.4045417
VA,Arlington,4485.108839
VA,Augusta,9683.205955
VA,Bath,1052.370084
VA,Bedford,6731.244814
VA,Bland,1307.354636
VA,Botetourt,11599.78728
VA,Brunswick,3505.532698
VA,Buchanan,
VA,Buckingham,1443.639141
VA,Campbell,8057.073717
VA,Caroline,1368.974415
VA,Carroll,1441.168551
VA,Charles City,166.770861
VA,Charlotte,4240.737207
VA,Chesterfield,115426.3362
VA,Clarke,177.7689219
VA,Craig,583.2464409
VA,Culpeper,2632.838902
VA,Cumberland,5546.871862
VA,Dickenson,
VA,Dinwiddie,7678.215588
VA,Essex,2619.139019
VA,Fairfax,205554.3701
VA,Fauquier,8209.022694
VA,Floyd,4208.112451
VA,Fluvanna,6380.817273
VA,Franklin,8349.988357
VA,Frederick,16247.54155
VA,Giles,152.9118443
VA,Gloucester,3765.015105
VA,Goochland,3311.285715
VA,Grayson,2826.694051
VA,Greene,0
VA,Greensville,1008.303289
VA,Halifax,8496.036928
VA,Hanover,21762.92546
VA,Henrico,64088.78293
VA,Henry,9194.48648
VA,Highland,2321.000012
VA,Isle of Wight,5800.640526
VA,James City,23479.6654
VA,King and Queen,537.4667907
VA,King George,
VA,King William,1741.653571
VA,Lancaster,367.6211981
VA,Lee,18.60144542
VA,Loudoun,40493.13642
VA,Louisa,778.8507077
VA,Lunenburg,7.408117516
VA,Madison,375.7327324
VA,Mathews,0
VA,Mecklenburg,3019.261435
VA,Middlesex,116.9781227
VA,Montgomery,13785.35222
VA,Nelson,1085.548114
VA,New Kent,0
VA,Northampton,206.9492402
VA,Northumberland,1150.063023
VA,Nottoway,8927.255893
VA,Orange,8426.414959
VA,Page,967.2852372
VA,Patrick,1742.239614
VA,Pittsylvania,9948.039834
VA,Powhatan,2701.448261
VA,Prince Edward,4939.837969
VA,Prince George,11104.20196
VA,Prince William,87198.52985
VA,Pulaski,5242.476447
VA,Rappahannock,5513.710174
VA,Richmond,473.1227178
VA,Roanoke,18650.44538
VA,Rockbridge,4503.16268
VA,Rockingham,16615.39695
VA,Russell,1533.735243
VA,Scott,2456.101168
