State,County,LACCESS_CHILD15,FID
Alabama,Autauga,4616.97148,5
Alabama,Baldwin,7007.972675,20
Alabama,Barbour,1031.927776,25
Alabama,Bibb,232.6426702,29
Alabama,Blount,910.686113,33
Alabama,Bullock,616.7153899,37
Alabama,Butler,264.1401156,39
Alabama,Calhoun,6167.764487,43
Alabama,Chambers,1595.35385,47
Alabama,Cherokee,18.74760093,51
Alabama,Chilton,337.0499231,56
Alabama,Choctaw,557.5538692,58
Alabama,Clarke,1523.27705,61
Alabama,Clay,143.2278427,65
Alabama,Cleburne,188.5216706,67
Alabama,Coffee,2569.549716,70
Alabama,Colbert,2607.221979,73
Alabama,Conecuh,694.9691778,80
Alabama,Coosa,500.4463765,82
Alabama,Covington,783.9709878,88
Alabama,Crenshaw,1278.332947,90
Alabama,Cullman,1433.057497,98
Alabama,Dale,4144.065574,101
Alabama,Dallas,1941.888555,110
Alabama,DeKalb,890.0090642,112
Alabama,Elmore,3210.949788,118
Alabama,Escambia,1201.964583,122
Alabama,Etowah,4933.015842,131
Alabama,Fayette,90.732398,134
Alabama,Franklin,918.6996745,138
Alabama,Geneva,134.899977,140
Alabama,Greene,721.1120285,148
Alabama,Hale,428.4938194,150
Alabama,Henry,146.7563945,158
Alabama,Houston,4485.839386,160
Alabama,Jackson,961.3403094,164
Alabama,Jefferson,49882.8024,171
Alabama,Lamar,52.4839962,174
Alabama,Lauderdale,2541.608172,176
Alabama,Lawrence,400.7185675,181
Alabama,Lee,7548.528821,187
Alabama,Limestone,1706.17085,197
Alabama,Lowndes,711.2506775,205
Alabama,Macon,1716.83212,210
Alabama,Madison,21193.92173,217
Alabama,Marengo,1257.125791,220
Alabama,Marion,425.1633118,224
Alabama,Marshall,2859.984217,231
Alabama,Mobile,26376.51271,240
Alabama,Monroe,1416.934228,250
Alabama,Montgomery,17674.74411,256
Alabama,Morgan,3921.753459,262
Alabama,Perry,159.2575368,264
Alabama,Pickens,103.1906839,273
Alabama,Pike,1009.184568,279
Alabama,Randolph,810.1251029,284
Alabama,Russell,1455.563899,288
Alabama,St. Clair,1096.368401,292
Alabama,Shelby,12433.8385,298
Alabama,Sumter,541.6830274,303
Alabama,Talladega,2557.136264,306
Alabama,Tallapoosa,754.1766828,308
Alabama,Tuscaloosa,7647.39852,313
Alabama,Walker,1775.324,317
Alabama,Washington,398.207005,319
Alabama,Wilcox,1336.624194,326
Alabama,Winston,331.320442,332
Alaska,Aleutians East,219.9999962,346
Alaska,Aleutians West,209.0351916,381
Alaska,Anchorage,20527.21294,400
Alaska,Bethel,4363.527913,411
Alaska,Bristol Bay,225.0000012,423
Alaska,Denali,411.0000025,426
Alaska,Dillingham,894.0181943,445
Alaska,Fairbanks North Star,8925.389602,454
Alaska,Haines,98.61738151,462
Alaska,Hoonah-Angoon,418.0000016,476
Alaska,Juneau,2592.484198,482
Alaska,Kenai Peninsula,2687.927258,494
Alaska,Ketchikan Gateway,268.1511233,514
Alaska,Kodiak Island,601.6891199,533
Alaska,Lake and Peninsula,491.7511724,544
Alaska,Matanuska-Susitna,6285.848063,556
Alaska,Nome,1989.889675,571
Alaska,North Slope,944.7292187,614
Alaska,Northwest Arctic,1618.950981,638
Alaska,Petersburg,48.4784221,645
Alaska,Prince of Wales-Hyder,362.4727784,669
Alaska,Sitka,400.8710088,679
Alaska,Skagway,0,683
Alaska,Southeast Fairbanks,796.6091329,690
Alaska,Valdez-Cordova,1235.97954,710
Alaska,Wade Hampton,1934,725
Alaska,Wrangell,105.576736,733
Alaska,Yakutat,162.0000003,744
Alaska,Yukon-Koyukuk,1552.000002,753
Arizona,Apache,16011.46854,761
Arizona,Cochise,11841.92087,763
Arizona,Coconino,11146.78845,771
Arizona,Gila,3944.268236,787
Arizona,Graham,4144.881698,0
Arizona,Greenlee,1703.686653,1
Arizona,La Paz,885.767219,3
Arizona,Maricopa,122203.7978,9
Arizona,Mohave,16238.41559,15
Arizona,Navajo,12847.64679,17
Arizona,Pima,47677.16771,21
Arizona,Pinal,15076.1808,26
Arizona,Santa Cruz,3662.94681,32
Arizona,Yavapai,13583.02154,35
Arizona,Yuma,10632.6267,42
Arkansas,Arkansas,1695.598701,46
Arkansas,Ashley,1115.209975,50
Arkansas,Baxter,863.8938132,54
Arkansas,Benton,9711.475817,59
Arkansas,Boone,1868.447452,62
Arkansas,Bradley,276.6539541,68
Arkansas,Calhoun,736.6388046,72
Arkansas,Carroll,504.3164927,74
Arkansas,Chicot,1664.799483,77
Arkansas,Clark,1734.875565,86
Arkansas,Clay,344.9858686,93
Arkansas,Cleburne,556.9662242,97
Arkansas,Cleveland,438.6422695,103
Arkansas,Columbia,680.6952132,107
Arkansas,Conway,853.5218471,109
Arkansas,Craighead,3910.989656,114
Arkansas,Crawford,2924.684806,115
Arkansas,Crittenden,1753.978779,119
Arkansas,Cross,584.7836413,124
Arkansas,Dallas,715.1258629,128
Arkansas,Desha,1230.161614,130
Arkansas,Drew,823.5401374,136
Arkansas,Faulkner,4521.171925,141
Arkansas,Franklin,284.4053211,144
Arkansas,Fulton,548.097223,146
Arkansas,Garland,5734.216071,151
Arkansas,Grant,541.5112975,155
Arkansas,Greene,2630.460404,162
Arkansas,Hempstead,1703.055365,172
Arkansas,Hot Spring,1203.259939,184
Arkansas,Howard,1360.248914,191
Arkansas,Independence,1369.328243,200
Arkansas,Izard,34.61519343,203
Arkansas,Jackson,748.8683287,209
Arkansas,Jefferson,2875.527778,213
Arkansas,Johnson,329.9925015,218
Arkansas,Lafayette,419.3724934,222
Arkansas,Lawrence,1264.438159,230
Arkansas,Lee,742.6974778,237
Arkansas,Lincoln,353.0171301,244
Arkansas,Little River,499.2607237,251
Arkansas,Logan,520.5009218,258
Arkansas,Lonoke,3506.335759,268
Arkansas,Madison,813.9801628,277
Arkansas,Marion,361.4554171,282
Arkansas,Miller,3596.019286,287
Arkansas,Mississippi,1642.549844,294
Arkansas,Monroe,220.5359603,300
Arkansas,Montgomery,426.9969801,304
Arkansas,Nevada,576.6998839,307
Arkansas,Newton,736.2072519,311
Arkansas,Ouachita,1499.484898,316
Arkansas,Perry,328.6403826,318
Arkansas,Phillips,3004.633764,322
Arkansas,Pike,564.9044294,327
Arkansas,Poinsett,2216.308592,333
Arkansas,Polk,1977.983965,337
Arkansas,Pope,1765.661779,340
Arkansas,Prairie,712.8246956,345
Arkansas,Pulaski,26363.78444,350
Arkansas,Randolph,1448.436073,353
Arkansas,St. Francis,1880.600996,357
Arkansas,Saline,5965.993631,360
Arkansas,Scott,442.0558985,364
Arkansas,Searcy,551.6696356,372
Arkansas,Sebastian,3103.458842,378
Arkansas,Sevier,1150.669055,390
Arkansas,Sharp,724.3387268,394
Arkansas,Stone,696.2223,399
Arkansas,Union,2708.409337,403
Arkansas,Van Buren,364.6455014,407
Arkansas,Washington,8013.156576,417
Arkansas,White,2356.835397,428
Arkansas,Woodruff,71.91290002,435
Arkansas,Yell,602.4009742,438
California,Alameda,25674.44845,457
California,Alpine,104.0351954,461
California,Amador,473.810678,472
California,Butte,9961.298544,486
California,Calaveras,1021.711182,489
California,Colusa,405.7333205,497
California,Contra Costa,47000.9696,503
California,Del Norte,2128.0247,511
California,El Dorado,12951.47186,522
California,Fresno,25088.61543,527
California,Glenn,598.1715453,537
California,Humboldt,4323.982206,551
California,Imperial,6814.638785,557
California,Inyo,1499.278029,562
California,Kern,33085.15316,84
California,Kings,5994.817876,94
California,Lake,2511.901434,100
California,Lassen,1855.12626,104
California,Los Angeles,151114.7734,139
California,Madera,9014.222566,153
California,Marin,6314.683299,168
California,Mariposa,459.7768559,178
California,Mendocino,3407.399918,190
California,Merced,13121.6408,204
California,Modoc,492.9131046,207
California,Mono,1420.348702,214
California,Monterey,12911.69042,228
California,Napa,2582.586224,236
California,Nevada,5157.401973,243
California,Orange,46413.86426,257
California,Placer,12872.36797,266
California,Plumas,294.2544685,275
California,Riverside,117685.1004,281
California,Sacramento,47501.73913,289
California,San Benito,2613.357416,295
California,San Bernardino,121641.6729,302
California,San Diego,92733.3136,315
California,San Francisco,933.0654932,331
California,San Joaquin,25128.97614,339
California,San Luis Obispo,8171.062445,351
California,San Mateo,15669.81689,368
California,Santa Barbara,13064.09252,391
California,Santa Clara,31894.8316,406
California,Santa Cruz,6624.492816,415
California,Shasta,9305.216325,431
California,Sierra,511.0588564,439
California,Siskiyou,1744.645888,446
California,Solano,18032.36639,453
California,Sonoma,15172.55166,463
California,Stanislaus,17730.09192,473
California,Sutter,9007.931966,483
California,Tehama,3096.800393,492
California,Trinity,343.2104069,500
