State,County,LACCESS_NHASIAN15
TN,Wilson,286.2288797
TX,Anderson,73.98063587
TX,Andrews,25.28766159
TX,Angelina,257.7115817
TX,Aransas,171.9379048
TX,Archer,4.320235573
TX,Armstrong,0
TX,Atascosa,28.03193622
TX,Austin,4.851917538
TX,Bailey,3.948454298
TX,Bandera,19.78770562
TX,Bastrop,130.8890481
TX,Baylor,0.315791927
TX,Bee,35.44477936
TX,Bell,2955.362159
TX,Bexar,10811.31896
TX,Blanco,1.778001246
TX,Borden,1
TX,Bosque,7.34341403
TX,Bowie,226.4681631
TX,Brazoria,2504.648003
TX,Brazos,2967.024757
TX,Brewster,9.267980602
TX,Briscoe,0
TX,Brooks,0.746497867
TX,Brown,66.11667488
TX,Burleson,0.896994687
TX,Burnet,60.96608707
TX,Caldwell,25.61395189
TX,Calhoun,94.83553839
TX,Callahan,14.85754041
TX,Cameron,717.7027719
TX,Camp,0.364476882
TX,Carson,0.99999997
TX,Cass,5.540004215
TX,Castro,3.471124232
TX,Chambers,35.55189045
TX,Cherokee,52.48527645
TX,Childress,16.23735449
TX,Clay,15.25308488
TX,Cochran,0
TX,Coke,5
TX,Coleman,2.621733082
TX,Collin,13477.87396
TX,Collingsworth,1.999999979
TX,Colorado,12.18459288
TX,Comal,162.9548795
TX,Comanche,2.873841258
TX,Concho,3.999999971
TX,Cooke,23.3370622
TX,Coryell,699.0429513
TX,Cottle,0
TX,Crane,1.000000014
TX,Crockett,0
TX,Crosby,0
TX,Culberson,3.000000155
TX,Dallam,4.628067762
TX,Dallas,19165.12779
TX,Dawson,9.839300647
TX,Deaf Smith,13.93520662
TX,Delta,0
TX,Denton,5522.950755
TX,DeWitt,1.119705793
TX,Dickens,0
TX,Dimmit,31.93931144
TX,Donley,0
TX,Duval,4.957760443
TX,Eastland,8.556286755
TX,Ector,165.966626
TX,Edwards,0.409560192
TX,Ellis,183.3282441
TX,El Paso,1615.85736
TX,Erath,100.9086868
TX,Falls,8.883136719
TX,Fannin,32.17696538
TX,Fayette,17.12092057
TX,Fisher,0
TX,Floyd,3.935887318
TX,Foard,4.999999851
TX,Fort Bend,25567.42282
TX,Franklin,1.00000003
TX,Freestone,13.32208852
TX,Frio,5.916398592
TX,Gaines,0.594194105
TX,Galveston,3179.103005
TX,Garza,0
TX,Gillespie,13.30204813
TX,Glasscock,0.999999973
TX,Goliad,0.308977172
TX,Gonzales,12.48407945
TX,Gray,8.500667072
TX,Grayson,242.8976444
TX,Gregg,225.8110851
TX,Grimes,27.09402682
TX,Guadalupe,717.6534901
TX,Hale,29.37799852
TX,Hall,0
TX,Hamilton,3.025017807
TX,Hansford,6.927889287
TX,Hardeman,4
TX,Hardin,74.88102127
TX,Harris,40101.95802
TX,Harrison,80.80147145
TX,Hartley,11
TX,Haskell,2.717892815
TX,Hays,209.3453063
TX,Hemphill,1.999999958
TX,Henderson,78.55583459
TX,Hidalgo,1740.417095
TX,Hill,9.46482639
TX,Hockley,33.14037229
TX,Hood,92.71233032
TX,Hopkins,22.90107959
TX,Houston,20.03978972
TX,Howard,124.0209152
TX,Hudspeth,15.99999976
TX,Hunt,82.68562769
TX,Hutchinson,25.24424621
TX,Irion,2.999999984
TX,Jack,10.50492756
TX,Jackson,7.665865439
TX,Jasper,46.39218188
TX,Jeff Davis,4.414299514
TX,Jefferson,2022.992562
TX,Jim Hogg,6.00000016
TX,Jim Wells,11.83754551
TX,Johnson,287.4591643
TX,Jones,8.075790773
TX,Karnes,3.989685973
TX,Kaufman,42.71763307
TX,Kendall,34.32164105
TX,Kenedy,0.999999984
TX,Kent,0
TX,Kerr,129.9070691
TX,Kimble,0
TX,King,0
TX,Kinney,0
TX,Kleberg,340.3267068
TX,Knox,5.999999916
TX,Lamar,81.98166559
TX,Lamb,0
TX,Lampasas,26.9406948
TX,La Salle,1.000000037
TX,Lavaca,9.18491662
TX,Lee,0.069291472
TX,Leon,8.011428584
TX,Liberty,65.53323153
TX,Limestone,22.44594733
TX,Lipscomb,10.00000032
TX,Live Oak,6.759164609
TX,Llano,20.26418003
TX,Loving,0
TX,Lubbock,623.6152351
TX,Lynn,3
TX,McCulloch,8.99999997
TX,McLennan,1624.452964
TX,McMullen,2.999999954
TX,Madison,11.69798746
TX,Marion,9.977546307
TX,Martin,2.999999909
TX,Mason,0.999999967
TX,Matagorda,355.6488297
TX,Maverick,17.43021228
TX,Medina,45.9953212
TX,Menard,1.790075264
TX,Midland,455.1339037
TX,Milam,13.68516014
TX,Mills,2.000000036
TX,Mitchell,7.086806901
TX,Montague,10.86662195
TX,Montgomery,1551.106729
TX,Moore,650.6136574
TX,Morris,2
TX,Motley,0
TX,Nacogdoches,164.4680219
TX,Navarro,76.38794333
TX,Newton,23.1676577
TX,Nolan,18.22352994
TX,Nueces,2913.559545
TX,Ochiltree,4.000000139
TX,Oldham,17.00000014
TX,Orange,156.5981251
TX,Palo Pinto,41.25567323
TX,Panola,11.29717163
TX,Parker,123.2468489
TX,Parmer,9.849173929
TX,Pecos,3.497739197
TX,Polk,31.4777472
TX,Potter,2556.948863
TX,Presidio,74.99999988
TX,Rains,
TX,Randall,107.5979901
TX,Reagan,0
TX,Real,1.999999983
TX,Red River,4.066946667
TX,Reeves,33.55591594
TX,Refugio,18.99972683
TX,Roberts,2.000000002
TX,Robertson,60.32939726
TX,Rockwall,339.1338523
TX,Runnels,8.667129123
TX,Rusk,65.01161151
TX,Sabine,4.987901307
TX,San Augustine,0
TX,San Jacinto,0
TX,San Patricio,118.7629864
TX,San Saba,2.440416185
TX,Schleicher,0
TX,Scurry,12.5217164
TX,Shackelford,1.045074744
TX,Shelby,7.335031701
TX,Sherman,5.000000084
TX,Smith,464.0892104
TX,Somervell,0
TX,Starr,20.38884456
TX,Stephens,5.488041534
TX,Sterling,0
TX,Stonewall,6.000000118
TX,Sutton,0.99999997
TX,Swisher,2.537097752
TX,Tarrant,23547.50231
TX,Taylor,663.4102959
TX,Terrell,3.999999784
TX,Terry,3.843475977
TX,Throckmorton,6.999999914
TX,Titus,42.91302024
TX,Tom Green,492.836002
TX,Travis,18601.33584
TX,Trinity,0
TX,Tyler,12.38319221
TX,Upshur,27.18573993
TX,Upton,0
TX,Uvalde,32.13238002
TX,Val Verde,104.2515894
TX,Van Zandt,11.94390894
TX,Victoria,310.3220272
TX,Walker,108.899161
TX,Waller,17.66535945
TX,Ward,2.351119744
TX,Washington,34.57869308
TX,Webb,358.80509
TX,Wharton,31.783428
TX,Wheeler,1.978858123
TX,Wichita,1229.762609
TX,Wilbarger,36.87605199
TX,Willacy,64.19226883
TX,Williamson,6344.43585
TX,Wilson,0.715703595
TX,Winkler,0
TX,Wise,5.442909491
TX,Wood,16.55367004
TX,Yoakum,9.56231872
TX,Young,26.20864263
TX,Zapata,8.189275735
TX,Zavala,2.077668076
UT,Beaver,6.000000268
UT,Box Elder,93.26879937
UT,Cache,581.5055082
UT,Carbon,20.83352334
UT,Daggett,3.999999871
UT,Davis,1454.872534
UT,Duchesne,6.999730024
UT,Emery,3.000000149
UT,Garfield,52.99999928
UT,Grand,11.79765098
UT,Iron,115.0929891
UT,Juab,8.64205527
UT,Kane,16.43807279
UT,Millard,57.35575502
UT,Morgan,0
UT,Piute,5.99999992
UT,Rich,6.999999977
UT,Salt Lake,2656.480553
UT,San Juan,4.848875305
UT,Sanpete,1.000000015
UT,Sevier,7.087418512
UT,Summit,120.269877
UT,Tooele,143.7532941
UT,Uintah,28.27068794
UT,Utah,1396.276299
UT,Wasatch,10.64962192
UT,Washington,254.9669464
UT,Wayne,11.00000061
UT,Weber,647.8354508
VT,Addison,14.96460068
VT,Bennington,27.90740324
VT,Caledonia,2.743188387
VT,Chittenden,699.1314746
VT,Essex,4.005710005
VT,Franklin,17.26483132
VT,Grand Isle,0
VT,Lamoille,1.010848189
VT,Orange,11.89005846
VT,Orleans,10.37400097
VT,Rutland,54.73342171
VT,Washington,35.00896842
VT,Windham,28.92412749
VT,Windsor,68.44696539
VA,Accomack,4.915345204
VA,Albemarle,873.7377532
VA,Alleghany,1.387788817
VA,Amelia,4.514099739
VA,Amherst,28.48671473
VA,Appomattox,0.003320317
VA,Arlington,153.279272
VA,Augusta,44.91172938
VA,Bath,1.645295688
VA,Bedford,100.9504385
VA,Bland,0
VA,Botetourt,54.94192001
VA,Brunswick,8.131786333
VA,Buchanan,
VA,Buckingham,15.00261703
VA,Campbell,153.8312418
VA,Caroline,8.555524888
VA,Carroll,4.926164831
VA,Charles City,1.203097487
VA,Charlotte,11.00000014
VA,Chesterfield,3528.737429
VA,Clarke,0.203898355
VA,Craig,1.991429328
VA,Culpeper,74.96688016
VA,Cumberland,15.28710077
VA,Dickenson,
VA,Dinwiddie,19.63485909
VA,Essex,25.82220047
VA,Fairfax,28860.73539
VA,Fauquier,127.2921109
VA,Floyd,4.931419622
VA,Fluvanna,55.59342684
VA,Franklin,40.01176652
VA,Frederick,206.6394788
VA,Giles,0
VA,Gloucester,36.35125409
VA,Goochland,26.43304628
VA,Grayson,4.051098591
VA,Greene,0
VA,Greensville,7.514965469
VA,Halifax,19.13159486
VA,Hanover,346.4326174
VA,Henrico,3148.352773
VA,Henry,66.57572111
VA,Highland,3.999999972
VA,Isle of Wight,45.64776267
VA,James City,492.2975342
VA,King and Queen,2.478463572
VA,King George,
VA,King William,5.607217677
VA,Lancaster,0
VA,Lee,0.051434481
VA,Loudoun,4021.261034
VA,Louisa,3.712259985
VA,Lunenburg,0
VA,Madison,0
VA,Mathews,0
VA,Mecklenburg,21.04777754
VA,Middlesex,0
VA,Montgomery,808.3550058
VA,Nelson,1.767392721
VA,New Kent,0
VA,Northampton,0
VA,Northumberland,3.999999982
VA,Nottoway,22.08917556
VA,Orange,43.88980795
VA,Page,4.050848347
VA,Patrick,1.894970772
VA,Pittsylvania,32.9381248
VA,Powhatan,7.341899088
VA,Prince Edward,25.82768356
VA,Prince George,147.9007591
VA,Prince William,6223.306677
VA,Pulaski,21.76386363
VA,Rappahannock,33.19916533
VA,Richmond,1.247178951
VA,Roanoke,575.4332599
VA,Rockbridge,10.74944094
VA,Rockingham,165.3707171
VA,Russell,5.713926369
VA,Scott,1.721333541
VA,Shenandoah,6.915355895
VA,Smyth,13.26762855
VA,Southampton,6.170886819
VA,Spotsylvania,690.5756256
VA,Stafford,975.6218336
VA,Surry,6.789329591
VA,Sussex,19.55462596
VA,Tazewell,125.8274814
VA,Warren,42.94864099
VA,Washington,38.22369144
VA,Westmoreland,15.0450561
VA,Wise,12.13151623
VA,Wythe,7.584113129
VA,York,836.1889546
VA,Alexandria,
VA,Bedford,0
VA,Bristol,19.27595624
VA,Buena Vista,27.75690218
VA,Charlottesville,525.9329463
VA,Chesapeake,983.7279765
VA,Colonial Heights,140.3639146
VA,Covington,2
VA,Danville,65.04865282
VA,Emporia,0
VA,Fairfax,91.73965737
VA,Falls Church,
VA,Franklin,31.53023518
VA,Fredericksburg,89.4038307
VA,Galax,1
VA,Hampton,1002.045925
VA,Harrisonburg,32.36849837
VA,Hopewell,80.17939128
VA,Lexington,5.216519798
VA,Lynchburg,266.7188962
VA,Manassas,131.6228941
VA,Manassas Park,627.3921683
VA,Martinsville,40.997325
VA,Newport News,1328.769427
VA,Norfolk,1465.122743
VA,Norton,7.223067813
VA,Petersburg,51.65069966
VA,Poquoson,101.5503868
VA,Portsmouth,210.1468223
VA,Radford,29.12161992
VA,Richmond,571.2658701
VA,Roanoke,239.6080287
VA,Salem,162.6753876
VA,Staunton,12.44285622
VA,Suffolk,330.1214975
VA,Virginia Beach,4148.692377
VA,Waynesboro,4.616190928
VA,Williamsburg,113.8484872
VA,Winchester,85.64632784
WA,Adams,13.79919504
WA,Asotin,17.08391126
WA,Benton,785.3523165
WA,Chelan,136.9261323
WA,Clallam,215.7068075
WA,Clark,4485.181196
WA,Columbia,5.99412942
WA,Cowlitz,373.1107206
WA,Douglas,125.6244977
WA,Ferry,25.37926996
WA,Franklin,250.0044835
WA,Garfield,39.00000145
WA,Grant,202.6836464
WA,Grays Harbor,333.3602319
WA,Island,874.4239034
WA,Jefferson,95.26363481
WA,King,39073.03704
WA,Kitsap,3569.166184
WA,Kittitas,221.9763181
WA,Klickitat,45.79419475
WA,Lewis,120.814965
WA,Lincoln,28.30949651
WA,Mason,72.91630163
WA,Okanogan,35.86671089
WA,Pacific,258.4821029
WA,Pend Oreille,21.70283986
WA,Pierce,13063.38573
WA,San Juan,1.999999898
WA,Skagit,668.8791363
WA,Skamania,1.349540509
WA,Snohomish,14855.14069
WA,Spokane,1472.84636
WA,Stevens,59.80368528
WA,Thurston,5027.126049
WA,Wahkiakum,16.70334641
WA,Walla Walla,90.73709572
WA,Whatcom,1943.830534
WA,Whitman,603.2722182
WA,Yakima,393.4104045
WV,Barbour,14.68463371
WV,Berkeley,127.2168505
WV,Boone,0
WV,Braxton,3.999999997
WV,Brooke,12.5325243
WV,Cabell,73.47983245
WV,Calhoun,0.049885396
WV,Clay,0.368728444
WV,Doddridge,2.001395552
WV,Fayette,18.52569195
WV,Gilmer,0.195418494
WV,Grant,2.899597771
WV,Greenbrier,9.204187997
WV,Hampshire,23.54757482
WV,Hancock,23.12436244
WV,Hardy,8.783121285
WV,Harrison,52.54699194
WV,Jackson,6.551477693
WV,Jefferson,20.42783369
WV,Kanawha,679.723662
WV,Lewis,2.734268014
WV,Lincoln,0
WV,Logan,16.30264545
WV,McDowell,0.432688208
WV,Marion,55.52432309
WV,Marshall,20.998448
WV,Mason,29.89496577
WV,Mercer,139.3987398
WV,Mineral,6.49430044
WV,Mingo,0.715483605
WV,Monongalia,784.879106
WV,Monroe,1.341459607
WV,Morgan,14
WV,Nicholas,2.46030071
WV,Ohio,177.4816158
WV,Pendleton,2.968033472
WV,Pleasants,1
WV,Pocahontas,2.098168418
WV,Preston,8.775703823
WV,Putnam,101.2399529
WV,Raleigh,301.8062042
WV,Randolph,5.789191044
WV,Ritchie,0
WV,Roane,12.25626295
WV,Summers,5.055355388
WV,Taylor,0.938599656
WV,Tucker,0
WV,Tyler,3.025969208
WV,Upshur,2.527738386
WV,Wayne,19.35430478
WV,Webster,0.369247575
WV,Wetzel,2.662681445
WV,Wirt,0
WV,Wood,176.5828421
WV,Wyoming,1.062986034
WI,Adams,2.758159005
WI,Ashland,17.97702902
WI,Barron,14.41907266
WI,Bayfield,17.74799831
WI,Brown,1187.73447
WI,Buffalo,4.999999973
WI,Burnett,1.523933543
WI,Calumet,421.1283707
WI,Chippewa,352.1231453
WI,Clark,12.00037618
WI,Columbia,14.46380659
WI,Crawford,8.541894176
WI,Dane,3544.407795
WI,Dodge,51.20439814
WI,Door,19.26845599
WI,Douglas,96.87386301
WI,Dunn,193.9857904
WI,Eau Claire,863.9040137
WI,Florence,1.231949826
WI,Fond du Lac,247.817901
WI,Forest,1.488949096
WI,Grant,48.82363057
WI,Green,29.64636239
WI,Green Lake,40.41396067
WI,Iowa,14.942839
WI,Iron,0.99999997
WI,Jackson,13.23322527
WI,Jefferson,27.87192463
WI,Juneau,14.17887286
WI,Kenosha,406.4203318
WI,Kewaunee,0.265482932
WI,La Crosse,1319.669378
WI,Lafayette,2.426500747
WI,Langlade,11.78165445
WI,Lincoln,17.70255541
WI,Manitowoc,521.9446683
WI,Marathon,1691.248617
WI,Marinette,61.90933761
WI,Marquette,0.023308558
WI,Menominee,0.999999989
WI,Milwaukee,2954.897073
WI,Monroe,57.7984279
WI,Oconto,4.961766579
WI,Oneida,23.38193957
WI,Outagamie,493.1989461
WI,Ozaukee,464.6816321
WI,Pepin,
WI,Pierce,29.39434443
WI,Polk,2.60962046
WI,Portage,376.2821122
WI,Price,6.999999953
WI,Racine,560.6128791
WI,Richland,30.40769857
WI,Rock,479.8248512
WI,Rusk,8.413886538
WI,St. Croix,109.7250011
WI,Sauk,46.73665808
WI,Sawyer,9.452633105
WI,Shawano,18.69596706
WI,Sheboygan,284.2068445
WI,Taylor,3.708782662
WI,Trempealeau,0.973925787
WI,Vernon,25.45584172
WI,Vilas,3.298749697
WI,Walworth,229.8231443
WI,Washburn,10.14631879
WI,Washington,450.3955002
WI,Waukesha,3374.079963
WI,Waupaca,42.29520645
WI,Waushara,0
WI,Winnebago,871.3561254
WI,Wood,209.6523026
WY,Albany,274.4839543
WY,Big Horn,5.000000208
WY,Campbell,43.97932761
WY,Carbon,61.97750935
WY,Converse,0.56171968
WY,Crook,3.987352749
WY,Fremont,24.89864625
WY,Goshen,8.707942736
WY,Hot Springs,0.001066363
WY,Johnson,4.012330078
WY,Laramie,379.2365009
WY,Lincoln,4.230431486
WY,Natrona,232.4746398
WY,Niobrara,0
WY,Park,23.9157355
WY,Platte,2.768555864
WY,Sheridan,97.07896057
WY,Sublette,3.29552806
WY,Sweetwater,114.7220856
WY,Teton,53.48977977
WY,Uinta,13.83170906
WY,Washakie,6.36677471
WY,Weston,2.771749551
